id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total,anio,mes,dia,trimestre,gasto_por_noche
16803,2022-12-18,Estados Unidos,Terrestre,Ocio,San Miguel,10,215,2022,12,18,4,21.5
16804,2022-02-28,Honduras,Terrestre,Familiares,La Libertad,9,1694,2022,2,28,1,188.22
16805,2021-08-01,Estados Unidos,Aerea,Religioso,Sonsonate,5,838,2021,8,1,3,167.6
16806,2021-04-10,Honduras,Aerea,Ocio,La Libertad,11,2128,2021,4,10,2,193.45
16807,2024-02-10,Costa Rica,Aerea,Familiares,La Libertad,7,1382,2024,2,10,1,197.43
16808,2021-11-04,Estados Unidos,Aerea,Familiares,Santa Ana,3,1813,2021,11,4,4,604.33
16809,2022-11-09,Estados Unidos,Terrestre,Salud,Sonsonate,11,1020,2022,11,9,4,92.73
16810,2022-04-20,Guatemala,Aerea,Familiares,Ahuachapan,8,1185,2022,4,20,2,148.12
16811,2021-04-22,Estados Unidos,Aerea,Familiares,San Miguel,9,1262,2021,4,22,2,140.22
16812,2024-01-16,Honduras,Aerea,Ocio,Santa Ana,8,942,2024,1,16,1,117.75
16813,2021-07-02,Estados Unidos,Terrestre,Familiares,San Miguel,5,1038,2021,7,2,3,207.6
16814,2022-08-20,Estados Unidos,Aerea,Salud,Sonsonate,6,1228,2022,8,20,3,204.67
16815,2021-06-14,Estados Unidos,Terrestre,Ocio,La Paz,3,747,2021,6,14,2,249.0
16816,2023-03-26,Estados Unidos,Terrestre,Religioso,San Miguel,3,598,2023,3,26,1,199.33
16817,2021-03-31,Estados Unidos,Aerea,Familiares,San Salvador,7,1105,2021,3,31,1,157.86
16818,2022-03-31,Estados Unidos,Terrestre,Familiares,Sonsonate,9,1541,2022,3,31,1,171.22
16819,2021-08-26,Estados Unidos,Terrestre,Familiares,Sonsonate,9,1817,2021,8,26,3,201.89
16820,2022-06-18,Guatemala,Terrestre,Ocio,Ahuachapan,2,2466,2022,6,18,2,1233.0
16821,2022-12-28,Estados Unidos,Aerea,Ocio,La Paz,11,1952,2022,12,28,4,177.45
16822,2021-02-27,Nicaragua,Aerea,Ocio,Ahuachapan,7,1537,2021,2,27,1,219.57
16823,2022-06-26,Estados Unidos,Terrestre,Familiares,Usulutan,8,476,2022,6,26,2,59.5
16824,2023-10-19,Estados Unidos,Terrestre,Familiares,La Paz,1,1564,2023,10,19,4,1564.0
16825,2022-09-10,Estados Unidos,Aerea,Familiares,Ahuachapan,10,1864,2022,9,10,3,186.4
16826,2022-02-06,Honduras,Aerea,Negocios,Usulutan,4,1773,2022,2,6,1,443.25
16827,2023-10-03,Guatemala,Terrestre,Negocios,La Libertad,9,225,2023,10,3,4,25.0
16828,2023-04-22,Estados Unidos,Terrestre,Familiares,San Salvador,9,1351,2023,4,22,2,150.11
16829,2023-04-19,Estados Unidos,Aerea,Familiares,San Salvador,5,2147,2023,4,19,2,429.4
16830,2022-06-03,España,Aerea,Familiares,San Salvador,7,927,2022,6,3,2,132.43
16831,2021-07-16,Honduras,Terrestre,Familiares,San Miguel,11,859,2021,7,16,3,78.09
16832,2021-02-15,Estados Unidos,Terrestre,Salud,Sonsonate,6,2008,2021,2,15,1,334.67
16833,2022-06-14,Guatemala,Aerea,Negocios,Sonsonate,4,793,2022,6,14,2,198.25
16834,2024-11-21,Estados Unidos,Aerea,Familiares,Santa Ana,7,159,2024,11,21,4,22.71
16835,2023-09-27,Estados Unidos,Aerea,Familiares,La Libertad,3,929,2023,9,27,3,309.67
16836,2023-02-15,Honduras,Terrestre,Ocio,La Paz,1,1113,2023,2,15,1,1113.0
16837,2021-03-15,Honduras,Terrestre,Familiares,La Paz,11,2152,2021,3,15,1,195.64
16838,2024-12-10,Estados Unidos,Terrestre,Familiares,La Paz,2,341,2024,12,10,4,170.5
16839,2021-12-01,Nicaragua,Aerea,Ocio,Santa Ana,7,914,2021,12,1,4,130.57
16840,2022-09-25,Guatemala,Aerea,Familiares,Santa Ana,10,694,2022,9,25,3,69.4
16841,2022-11-19,Estados Unidos,Terrestre,Familiares,Sonsonate,4,1203,2022,11,19,4,300.75
16842,2022-07-29,Estados Unidos,Aerea,Familiares,Santa Ana,7,2335,2022,7,29,3,333.57
16843,2021-10-23,Guatemala,Terrestre,Familiares,Santa Ana,8,2197,2021,10,23,4,274.62
16844,2024-01-13,Estados Unidos,Terrestre,Familiares,La Paz,7,956,2024,1,13,1,136.57
16845,2023-11-05,Guatemala,Aerea,Familiares,San Miguel,5,1228,2023,11,5,4,245.6
16846,2024-03-03,Estados Unidos,Terrestre,Familiares,Usulutan,1,1094,2024,3,3,1,1094.0
16847,2022-04-23,Estados Unidos,Terrestre,Ocio,San Miguel,6,1138,2022,4,23,2,189.67
16848,2022-09-25,Canada,Aerea,Ocio,Santa Ana,7,2471,2022,9,25,3,353.0
16849,2021-11-15,España,Aerea,Ocio,Ahuachapan,4,1543,2021,11,15,4,385.75
16850,2024-11-16,Guatemala,Terrestre,Familiares,Usulutan,3,776,2024,11,16,4,258.67
16851,2022-04-24,Guatemala,Aerea,Salud,Ahuachapan,6,1493,2022,4,24,2,248.83
16852,2022-01-03,Honduras,Aerea,Familiares,La Libertad,10,1087,2022,1,3,1,108.7
16853,2022-01-02,Honduras,Terrestre,Negocios,Ahuachapan,3,833,2022,1,2,1,277.67
16854,2024-08-04,Estados Unidos,Aerea,Familiares,Santa Ana,10,1866,2024,8,4,3,186.6
16855,2022-01-13,Estados Unidos,Terrestre,Familiares,Ahuachapan,8,562,2022,1,13,1,70.25
16856,2022-04-08,Guatemala,Aerea,Familiares,San Miguel,5,523,2022,4,8,2,104.6
16857,2021-01-13,Estados Unidos,Aerea,Familiares,San Miguel,6,130,2021,1,13,1,21.67
16858,2022-06-20,Estados Unidos,Aerea,Ocio,San Salvador,3,2410,2022,6,20,2,803.33
16859,2024-04-06,Honduras,Terrestre,Familiares,Santa Ana,1,1047,2024,4,6,2,1047.0
16860,2021-09-27,Estados Unidos,Aerea,Ocio,Sonsonate,11,1549,2021,9,27,3,140.82
16861,2023-12-30,Estados Unidos,Terrestre,Familiares,La Libertad,1,365,2023,12,30,4,365.0
16862,2024-09-03,Estados Unidos,Aerea,Salud,Santa Ana,5,1641,2024,9,3,3,328.2
16863,2022-01-11,Estados Unidos,Terrestre,Familiares,Usulutan,5,943,2022,1,11,1,188.6
16864,2024-01-18,Nicaragua,Aerea,Ocio,Sonsonate,1,2020,2024,1,18,1,2020.0
16865,2021-09-14,Guatemala,Aerea,Ocio,Usulutan,6,2452,2021,9,14,3,408.67
16866,2021-08-05,Nicaragua,Terrestre,Familiares,Usulutan,9,2459,2021,8,5,3,273.22
16867,2022-03-26,Guatemala,Terrestre,Familiares,San Miguel,4,1424,2022,3,26,1,356.0
16868,2023-06-13,Guatemala,Aerea,Religioso,La Libertad,8,2235,2023,6,13,2,279.38
16869,2024-03-10,Guatemala,Terrestre,Negocios,Santa Ana,7,1899,2024,3,10,1,271.29
16870,2024-03-30,Estados Unidos,Aerea,Familiares,Ahuachapan,11,1777,2024,3,30,1,161.55
16871,2021-02-01,Guatemala,Aerea,Familiares,La Libertad,6,1872,2021,2,1,1,312.0
16872,2024-03-21,Guatemala,Terrestre,Familiares,San Miguel,2,2308,2024,3,21,1,1154.0
16873,2024-07-07,Costa Rica,Terrestre,Ocio,Usulutan,9,1743,2024,7,7,3,193.67
16874,2024-07-26,Mexico,Terrestre,Ocio,San Miguel,10,987,2024,7,26,3,98.7
16875,2024-08-01,Estados Unidos,Aerea,Familiares,San Salvador,6,2394,2024,8,1,3,399.0
16876,2022-09-02,Estados Unidos,Terrestre,Familiares,La Paz,10,703,2022,9,2,3,70.3
16877,2023-07-06,Honduras,Terrestre,Familiares,Santa Ana,1,833,2023,7,6,3,833.0
16878,2022-06-26,Estados Unidos,Aerea,Familiares,La Libertad,11,1310,2022,6,26,2,119.09
16879,2021-05-28,Estados Unidos,Aerea,Familiares,Sonsonate,10,2497,2021,5,28,2,249.7
16880,2022-10-18,Estados Unidos,Aerea,Familiares,San Salvador,5,1400,2022,10,18,4,280.0
16881,2021-03-08,Estados Unidos,Aerea,Negocios,La Paz,6,630,2021,3,8,1,105.0
16882,2022-07-24,Estados Unidos,Terrestre,Ocio,Sonsonate,8,1092,2022,7,24,3,136.5
16883,2024-07-26,Guatemala,Aerea,Negocios,Usulutan,10,2251,2024,7,26,3,225.1
16884,2023-01-18,España,Aerea,Familiares,San Salvador,4,1569,2023,1,18,1,392.25
16885,2022-03-19,Estados Unidos,Aerea,Negocios,Santa Ana,9,1138,2022,3,19,1,126.44
16886,2023-06-16,Estados Unidos,Aerea,Religioso,Sonsonate,3,1538,2023,6,16,2,512.67
16887,2022-02-03,Guatemala,Terrestre,Ocio,Ahuachapan,8,984,2022,2,3,1,123.0
16888,2024-02-26,Estados Unidos,Aerea,Familiares,La Libertad,2,1424,2024,2,26,1,712.0
16889,2024-09-22,Costa Rica,Aerea,Familiares,San Miguel,6,1537,2024,9,22,3,256.17
16890,2022-04-27,Estados Unidos,Terrestre,Familiares,San Salvador,1,451,2022,4,27,2,451.0
16891,2023-08-06,España,Terrestre,Familiares,San Salvador,11,1125,2023,8,6,3,102.27
16892,2021-07-05,Estados Unidos,Terrestre,Religioso,Santa Ana,4,1717,2021,7,5,3,429.25
16893,2021-06-18,Nicaragua,Aerea,Negocios,San Salvador,10,929,2021,6,18,2,92.9
16894,2024-07-07,Guatemala,Aerea,Familiares,La Paz,9,925,2024,7,7,3,102.78
16895,2022-05-22,Costa Rica,Terrestre,Negocios,La Libertad,7,1065,2022,5,22,2,152.14
16896,2022-06-05,Guatemala,Terrestre,Negocios,Usulutan,10,484,2022,6,5,2,48.4
16897,2021-06-10,Guatemala,Aerea,Familiares,San Miguel,10,2149,2021,6,10,2,214.9
16898,2024-08-05,Guatemala,Aerea,Familiares,Santa Ana,4,541,2024,8,5,3,135.25
16899,2021-12-06,Honduras,Terrestre,Familiares,Usulutan,7,275,2021,12,6,4,39.29
16900,2024-02-04,Canada,Terrestre,Familiares,Ahuachapan,3,744,2024,2,4,1,248.0
16901,2022-12-05,Estados Unidos,Terrestre,Familiares,La Paz,4,2116,2022,12,5,4,529.0
16902,2024-03-22,Estados Unidos,Terrestre,Familiares,Santa Ana,1,2057,2024,3,22,1,2057.0
16903,2023-04-03,Estados Unidos,Aerea,Familiares,Santa Ana,1,2312,2023,4,3,2,2312.0
16904,2023-02-24,Estados Unidos,Terrestre,Familiares,La Libertad,4,1332,2023,2,24,1,333.0
16905,2024-03-18,Nicaragua,Terrestre,Familiares,San Salvador,9,1146,2024,3,18,1,127.33
16906,2024-04-26,Estados Unidos,Aerea,Familiares,Santa Ana,1,1032,2024,4,26,2,1032.0
16907,2021-05-11,Guatemala,Aerea,Ocio,Sonsonate,2,1575,2021,5,11,2,787.5
16908,2022-05-31,Honduras,Terrestre,Ocio,Usulutan,5,1880,2022,5,31,2,376.0
16909,2024-07-10,Nicaragua,Terrestre,Ocio,La Libertad,7,2131,2024,7,10,3,304.43
16910,2022-06-20,Guatemala,Aerea,Religioso,La Libertad,2,383,2022,6,20,2,191.5
16911,2023-01-11,Estados Unidos,Aerea,Familiares,Ahuachapan,7,609,2023,1,11,1,87.0
16912,2023-02-20,España,Terrestre,Salud,Sonsonate,5,1017,2023,2,20,1,203.4
16913,2024-08-11,Estados Unidos,Terrestre,Familiares,Usulutan,6,1320,2024,8,11,3,220.0
16914,2024-12-29,Honduras,Aerea,Familiares,La Libertad,3,573,2024,12,29,4,191.0
16915,2024-07-22,Estados Unidos,Terrestre,Ocio,Santa Ana,10,2456,2024,7,22,3,245.6
16916,2022-08-11,Estados Unidos,Aerea,Familiares,La Paz,6,1706,2022,8,11,3,284.33
16917,2024-08-24,Canada,Aerea,Familiares,San Salvador,2,1553,2024,8,24,3,776.5
16918,2022-12-27,Honduras,Aerea,Ocio,Usulutan,10,1002,2022,12,27,4,100.2
16919,2023-08-01,Estados Unidos,Terrestre,Familiares,San Miguel,10,632,2023,8,1,3,63.2
16920,2023-09-24,Guatemala,Aerea,Religioso,Ahuachapan,5,1923,2023,9,24,3,384.6
16921,2022-01-11,Guatemala,Terrestre,Salud,Ahuachapan,5,1891,2022,1,11,1,378.2
16922,2024-03-27,Estados Unidos,Aerea,Familiares,Usulutan,6,611,2024,3,27,1,101.83
16923,2021-07-23,Honduras,Terrestre,Ocio,La Paz,3,982,2021,7,23,3,327.33
16924,2023-09-16,Honduras,Terrestre,Salud,La Libertad,2,2324,2023,9,16,3,1162.0
16925,2022-10-23,Mexico,Aerea,Salud,Sonsonate,3,129,2022,10,23,4,43.0
16926,2021-03-16,Guatemala,Aerea,Ocio,La Libertad,4,1531,2021,3,16,1,382.75
16927,2024-11-04,Honduras,Terrestre,Familiares,La Libertad,8,2425,2024,11,4,4,303.12
16928,2023-01-11,Estados Unidos,Aerea,Familiares,Usulutan,11,2323,2023,1,11,1,211.18
16929,2021-10-31,Estados Unidos,Terrestre,Religioso,Ahuachapan,7,509,2021,10,31,4,72.71
16930,2023-12-22,Estados Unidos,Aerea,Familiares,Usulutan,1,1368,2023,12,22,4,1368.0
16931,2022-07-24,Canada,Terrestre,Ocio,La Libertad,7,1801,2022,7,24,3,257.29
16932,2023-02-25,Estados Unidos,Aerea,Familiares,San Miguel,3,919,2023,2,25,1,306.33
16933,2024-02-06,Estados Unidos,Terrestre,Familiares,San Salvador,4,615,2024,2,6,1,153.75
16934,2024-04-25,Guatemala,Terrestre,Familiares,La Libertad,10,1996,2024,4,25,2,199.6
16935,2023-09-14,Estados Unidos,Aerea,Familiares,La Libertad,11,2244,2023,9,14,3,204.0
16936,2021-08-17,Canada,Terrestre,Familiares,San Miguel,11,1237,2021,8,17,3,112.45
16937,2023-12-08,Estados Unidos,Terrestre,Religioso,Usulutan,7,699,2023,12,8,4,99.86
16938,2021-09-25,Honduras,Terrestre,Ocio,La Libertad,2,1789,2021,9,25,3,894.5
16939,2022-12-28,Estados Unidos,Terrestre,Ocio,Sonsonate,9,1195,2022,12,28,4,132.78
16940,2023-03-13,Estados Unidos,Aerea,Ocio,Usulutan,11,875,2023,3,13,1,79.55
16941,2021-09-11,Nicaragua,Aerea,Ocio,Santa Ana,5,841,2021,9,11,3,168.2
16942,2023-08-15,Guatemala,Aerea,Familiares,San Miguel,4,1856,2023,8,15,3,464.0
16943,2023-05-20,Estados Unidos,Aerea,Religioso,La Libertad,9,1000,2023,5,20,2,111.11
16944,2021-03-28,Estados Unidos,Aerea,Ocio,La Libertad,9,242,2021,3,28,1,26.89
16945,2024-04-19,Estados Unidos,Aerea,Ocio,San Miguel,2,1755,2024,4,19,2,877.5
16946,2023-11-15,Estados Unidos,Aerea,Religioso,Ahuachapan,9,2076,2023,11,15,4,230.67
16947,2024-11-12,Guatemala,Aerea,Familiares,La Libertad,1,164,2024,11,12,4,164.0
16948,2021-08-10,Guatemala,Aerea,Ocio,San Salvador,1,700,2021,8,10,3,700.0
16949,2023-09-17,Estados Unidos,Terrestre,Ocio,Sonsonate,6,918,2023,9,17,3,153.0
16950,2022-02-01,Estados Unidos,Terrestre,Ocio,La Paz,1,596,2022,2,1,1,596.0
16951,2023-07-27,Guatemala,Aerea,Religioso,San Miguel,6,1457,2023,7,27,3,242.83
16952,2022-05-26,Estados Unidos,Aerea,Religioso,Santa Ana,6,470,2022,5,26,2,78.33
16953,2022-07-15,Guatemala,Aerea,Familiares,La Libertad,11,1371,2022,7,15,3,124.64
16954,2023-04-26,Guatemala,Aerea,Familiares,La Paz,9,1004,2023,4,26,2,111.56
16955,2022-03-16,Estados Unidos,Terrestre,Familiares,La Paz,7,1784,2022,3,16,1,254.86
16956,2024-04-13,Estados Unidos,Terrestre,Ocio,San Salvador,2,1904,2024,4,13,2,952.0
16957,2021-11-07,Estados Unidos,Aerea,Familiares,Usulutan,1,235,2021,11,7,4,235.0
16958,2024-07-21,Guatemala,Terrestre,Familiares,San Salvador,3,747,2024,7,21,3,249.0
16959,2021-02-04,Guatemala,Terrestre,Ocio,Ahuachapan,2,1609,2021,2,4,1,804.5
16960,2021-08-05,Guatemala,Terrestre,Ocio,San Miguel,8,1977,2021,8,5,3,247.12
16961,2022-12-22,España,Aerea,Ocio,La Paz,10,1040,2022,12,22,4,104.0
16962,2023-10-13,Guatemala,Aerea,Familiares,La Libertad,11,1018,2023,10,13,4,92.55
16963,2024-12-02,Honduras,Aerea,Ocio,Santa Ana,10,2255,2024,12,2,4,225.5
16964,2022-06-03,Estados Unidos,Aerea,Familiares,Ahuachapan,4,2250,2022,6,3,2,562.5
16965,2021-09-26,Estados Unidos,Aerea,Ocio,La Libertad,3,1571,2021,9,26,3,523.67
16966,2022-09-30,Estados Unidos,Aerea,Ocio,Sonsonate,2,2146,2022,9,30,3,1073.0
16967,2022-04-20,Guatemala,Aerea,Familiares,Sonsonate,1,1560,2022,4,20,2,1560.0
16968,2024-09-10,Estados Unidos,Terrestre,Familiares,Sonsonate,7,961,2024,9,10,3,137.29
16969,2024-10-11,Guatemala,Aerea,Negocios,San Miguel,2,1856,2024,10,11,4,928.0
16970,2021-03-31,Honduras,Aerea,Negocios,Ahuachapan,1,1867,2021,3,31,1,1867.0
16971,2023-12-02,Estados Unidos,Aerea,Religioso,Ahuachapan,6,784,2023,12,2,4,130.67
16972,2024-10-20,Guatemala,Aerea,Ocio,San Miguel,4,1020,2024,10,20,4,255.0
16973,2024-05-10,Estados Unidos,Aerea,Familiares,La Libertad,3,1705,2024,5,10,2,568.33
16974,2024-10-21,Guatemala,Aerea,Familiares,San Salvador,2,1997,2024,10,21,4,998.5
16975,2023-09-09,Honduras,Aerea,Familiares,San Miguel,6,2480,2023,9,9,3,413.33
16976,2021-10-15,Honduras,Aerea,Familiares,La Paz,4,1508,2021,10,15,4,377.0
16977,2022-04-26,Estados Unidos,Terrestre,Familiares,La Paz,10,2297,2022,4,26,2,229.7
16978,2022-09-29,Estados Unidos,Terrestre,Religioso,San Miguel,6,476,2022,9,29,3,79.33
16979,2022-05-16,Estados Unidos,Terrestre,Familiares,La Libertad,4,1036,2022,5,16,2,259.0
16980,2021-02-21,Estados Unidos,Terrestre,Ocio,La Libertad,10,803,2021,2,21,1,80.3
16981,2021-04-13,España,Terrestre,Familiares,Santa Ana,9,1512,2021,4,13,2,168.0
16982,2024-10-16,Estados Unidos,Aerea,Familiares,Ahuachapan,6,730,2024,10,16,4,121.67
16983,2024-12-18,Costa Rica,Aerea,Familiares,Ahuachapan,6,2239,2024,12,18,4,373.17
16984,2022-11-30,Canada,Aerea,Religioso,Sonsonate,9,1878,2022,11,30,4,208.67
16985,2024-05-13,Estados Unidos,Aerea,Familiares,La Libertad,4,1639,2024,5,13,2,409.75
16986,2023-11-04,Estados Unidos,Terrestre,Negocios,Santa Ana,8,361,2023,11,4,4,45.12
16987,2022-04-15,Honduras,Terrestre,Familiares,Usulutan,4,146,2022,4,15,2,36.5
16988,2024-08-20,Estados Unidos,Aerea,Familiares,Santa Ana,7,1267,2024,8,20,3,181.0
16989,2022-03-03,Guatemala,Terrestre,Familiares,San Miguel,9,1849,2022,3,3,1,205.44
16990,2021-04-20,Estados Unidos,Terrestre,Familiares,Ahuachapan,3,1585,2021,4,20,2,528.33
16991,2022-05-30,Estados Unidos,Aerea,Familiares,San Salvador,5,164,2022,5,30,2,32.8
16992,2021-03-09,Estados Unidos,Terrestre,Familiares,San Miguel,1,878,2021,3,9,1,878.0
16993,2024-06-23,Estados Unidos,Terrestre,Familiares,Sonsonate,4,406,2024,6,23,2,101.5
16994,2022-01-24,Guatemala,Aerea,Familiares,La Paz,3,977,2022,1,24,1,325.67
16995,2021-11-04,España,Aerea,Familiares,Ahuachapan,3,551,2021,11,4,4,183.67
16996,2024-10-07,Estados Unidos,Terrestre,Ocio,La Libertad,6,1985,2024,10,7,4,330.83
16997,2023-12-26,Guatemala,Aerea,Familiares,Ahuachapan,6,2276,2023,12,26,4,379.33
16998,2022-04-05,Estados Unidos,Terrestre,Familiares,San Salvador,2,1170,2022,4,5,2,585.0
16999,2021-12-13,Estados Unidos,Terrestre,Familiares,Ahuachapan,6,1383,2021,12,13,4,230.5
17000,2021-11-21,Guatemala,Aerea,Religioso,San Salvador,2,1447,2021,11,21,4,723.5
17001,2022-10-29,Honduras,Aerea,Ocio,Usulutan,10,1735,2022,10,29,4,173.5
17002,2023-11-23,Estados Unidos,Aerea,Negocios,Santa Ana,2,136,2023,11,23,4,68.0
17003,2021-03-09,Honduras,Terrestre,Familiares,San Miguel,9,1948,2021,3,9,1,216.44
17004,2021-07-06,Honduras,Terrestre,Familiares,San Miguel,8,2104,2021,7,6,3,263.0
17005,2021-07-11,Estados Unidos,Aerea,Negocios,La Paz,7,2425,2021,7,11,3,346.43
17006,2024-05-21,Guatemala,Terrestre,Familiares,San Salvador,1,1546,2024,5,21,2,1546.0
17007,2022-03-04,Estados Unidos,Terrestre,Familiares,Sonsonate,3,319,2022,3,4,1,106.33
17008,2024-10-06,Honduras,Aerea,Familiares,San Salvador,9,1787,2024,10,6,4,198.56
17009,2024-02-06,Guatemala,Terrestre,Familiares,Santa Ana,7,2175,2024,2,6,1,310.71
17010,2024-06-17,Estados Unidos,Terrestre,Negocios,San Salvador,6,1416,2024,6,17,2,236.0
17011,2021-08-04,Honduras,Terrestre,Familiares,Santa Ana,7,1119,2021,8,4,3,159.86
17012,2021-06-26,Guatemala,Aerea,Ocio,Ahuachapan,9,1397,2021,6,26,2,155.22
17013,2024-09-15,Honduras,Aerea,Familiares,San Salvador,9,591,2024,9,15,3,65.67
17014,2022-07-15,Estados Unidos,Aerea,Familiares,Sonsonate,10,1973,2022,7,15,3,197.3
17015,2023-05-31,Honduras,Aerea,Ocio,La Libertad,9,251,2023,5,31,2,27.89
17016,2022-09-18,Estados Unidos,Terrestre,Religioso,La Libertad,10,336,2022,9,18,3,33.6
17017,2022-08-30,Honduras,Aerea,Familiares,San Salvador,6,1882,2022,8,30,3,313.67
17018,2021-06-28,Guatemala,Aerea,Familiares,La Paz,1,338,2021,6,28,2,338.0
17019,2022-01-30,Estados Unidos,Aerea,Familiares,San Miguel,4,191,2022,1,30,1,47.75
17020,2024-03-14,Estados Unidos,Aerea,Ocio,Ahuachapan,8,670,2024,3,14,1,83.75
17021,2023-05-26,Nicaragua,Aerea,Familiares,La Libertad,11,1296,2023,5,26,2,117.82
17022,2023-08-20,Guatemala,Aerea,Ocio,San Salvador,5,1163,2023,8,20,3,232.6
17023,2021-07-17,España,Aerea,Salud,La Libertad,1,1697,2021,7,17,3,1697.0
17024,2023-08-27,Estados Unidos,Aerea,Familiares,Usulutan,6,1902,2023,8,27,3,317.0
17025,2024-01-13,Honduras,Terrestre,Religioso,Santa Ana,1,253,2024,1,13,1,253.0
17026,2022-10-31,Guatemala,Terrestre,Negocios,San Salvador,1,986,2022,10,31,4,986.0
17027,2024-01-14,Guatemala,Aerea,Familiares,Usulutan,1,1320,2024,1,14,1,1320.0
17028,2022-04-02,Honduras,Aerea,Ocio,San Salvador,7,1197,2022,4,2,2,171.0
17029,2024-06-30,Estados Unidos,Aerea,Familiares,La Libertad,10,1217,2024,6,30,2,121.7
17030,2021-03-13,Guatemala,Terrestre,Familiares,Sonsonate,11,2472,2021,3,13,1,224.73
17031,2021-08-11,Guatemala,Terrestre,Familiares,Ahuachapan,7,1648,2021,8,11,3,235.43
17032,2021-10-03,Estados Unidos,Aerea,Familiares,Usulutan,8,1314,2021,10,3,4,164.25
17033,2024-06-23,Estados Unidos,Terrestre,Ocio,San Miguel,6,234,2024,6,23,2,39.0
17034,2024-09-26,Guatemala,Terrestre,Religioso,Ahuachapan,11,1609,2024,9,26,3,146.27
17035,2022-07-27,Estados Unidos,Aerea,Salud,San Salvador,10,839,2022,7,27,3,83.9
17036,2023-07-13,Estados Unidos,Aerea,Ocio,Ahuachapan,6,1947,2023,7,13,3,324.5
17037,2022-04-16,Honduras,Terrestre,Familiares,Usulutan,6,1100,2022,4,16,2,183.33
17038,2022-03-30,Estados Unidos,Aerea,Familiares,San Salvador,1,150,2022,3,30,1,150.0
17039,2023-08-27,Estados Unidos,Aerea,Salud,Usulutan,2,2283,2023,8,27,3,1141.5
17040,2021-01-07,Guatemala,Terrestre,Negocios,Sonsonate,3,1096,2021,1,7,1,365.33
17041,2021-07-07,Estados Unidos,Terrestre,Ocio,Sonsonate,8,1943,2021,7,7,3,242.88
17042,2021-01-04,Guatemala,Terrestre,Familiares,Sonsonate,8,698,2021,1,4,1,87.25
17043,2023-06-26,Estados Unidos,Aerea,Ocio,San Miguel,1,1053,2023,6,26,2,1053.0
17044,2024-02-23,Nicaragua,Terrestre,Negocios,La Paz,5,1363,2024,2,23,1,272.6
17045,2023-11-05,Estados Unidos,Terrestre,Ocio,Usulutan,4,2365,2023,11,5,4,591.25
17046,2023-08-18,Estados Unidos,Terrestre,Salud,La Paz,1,360,2023,8,18,3,360.0
17047,2022-06-09,Guatemala,Terrestre,Familiares,Ahuachapan,6,641,2022,6,9,2,106.83
17048,2022-09-22,Estados Unidos,Aerea,Salud,San Miguel,7,2169,2022,9,22,3,309.86
17049,2024-06-17,Honduras,Terrestre,Ocio,Usulutan,1,331,2024,6,17,2,331.0
17050,2023-02-14,Honduras,Aerea,Ocio,Sonsonate,1,2010,2023,2,14,1,2010.0
17051,2021-12-26,Honduras,Aerea,Familiares,La Paz,11,1330,2021,12,26,4,120.91
17052,2022-06-02,Estados Unidos,Terrestre,Familiares,Sonsonate,6,481,2022,6,2,2,80.17
17053,2024-09-05,Nicaragua,Terrestre,Ocio,Santa Ana,3,1755,2024,9,5,3,585.0
17054,2024-06-08,Guatemala,Aerea,Familiares,San Miguel,5,189,2024,6,8,2,37.8
17055,2023-11-20,Estados Unidos,Terrestre,Familiares,Santa Ana,11,1294,2023,11,20,4,117.64
17056,2023-07-10,Estados Unidos,Terrestre,Ocio,San Salvador,6,2498,2023,7,10,3,416.33
17057,2024-03-25,Honduras,Aerea,Familiares,San Miguel,3,1626,2024,3,25,1,542.0
17058,2023-05-02,Canada,Aerea,Familiares,Usulutan,10,944,2023,5,2,2,94.4
17059,2023-07-24,Estados Unidos,Terrestre,Familiares,Usulutan,3,2452,2023,7,24,3,817.33
17060,2023-06-20,Mexico,Aerea,Ocio,San Salvador,5,2440,2023,6,20,2,488.0
17061,2022-02-03,Honduras,Aerea,Familiares,Usulutan,7,1946,2022,2,3,1,278.0
17062,2024-10-01,Estados Unidos,Aerea,Ocio,Sonsonate,11,680,2024,10,1,4,61.82
17063,2024-05-03,Honduras,Aerea,Familiares,Sonsonate,1,2145,2024,5,3,2,2145.0
17064,2021-06-17,Estados Unidos,Aerea,Familiares,La Paz,1,1930,2021,6,17,2,1930.0
17065,2022-01-12,Nicaragua,Terrestre,Familiares,San Salvador,11,572,2022,1,12,1,52.0
17066,2024-10-17,Guatemala,Aerea,Familiares,La Paz,9,250,2024,10,17,4,27.78
17067,2024-06-21,Estados Unidos,Aerea,Familiares,Usulutan,10,830,2024,6,21,2,83.0
17068,2022-08-30,Mexico,Aerea,Ocio,La Libertad,8,298,2022,8,30,3,37.25
17069,2023-10-08,Estados Unidos,Terrestre,Negocios,Sonsonate,8,784,2023,10,8,4,98.0
17070,2022-08-12,Nicaragua,Terrestre,Religioso,San Salvador,6,896,2022,8,12,3,149.33
17071,2024-04-09,Estados Unidos,Terrestre,Religioso,San Salvador,10,291,2024,4,9,2,29.1
17072,2024-11-30,Honduras,Aerea,Familiares,La Paz,7,2053,2024,11,30,4,293.29
17073,2024-05-15,Guatemala,Terrestre,Ocio,Santa Ana,6,414,2024,5,15,2,69.0
17074,2024-03-23,Honduras,Aerea,Familiares,Sonsonate,3,1264,2024,3,23,1,421.33
