id_visita,fecha,pais_origen,via_ingreso,motivo_viaje,departamento_visitado,noches_estadia,gasto_total
15890,2023-10-29,Estados Unidos,Aerea,Ocio,La Paz,5,2480
15891,2021-06-01,España,Terrestre,Ocio,San Miguel,9,2076
15892,2024-11-16,Estados Unidos,Terrestre,Ocio,Santa Ana,4,1486
15893,2021-07-30,Estados Unidos,Aerea,Familiares,Sonsonate,4,774
15894,2022-01-02,Guatemala,Terrestre,Ocio,Ahuachapan,10,1491
15895,2023-08-02,Guatemala,Aerea,Religioso,La Libertad,9,486
15896,2021-03-27,Estados Unidos,Terrestre,Negocios,Ahuachapan,7,2446
15897,2023-12-15,Honduras,Terrestre,Religioso,Sonsonate,1,294
15898,2022-03-22,Estados Unidos,Aerea,Ocio,Usulutan,11,790
15899,2022-09-12,Guatemala,Terrestre,Ocio,Santa Ana,3,2453
15900,2021-10-31,Guatemala,Terrestre,Negocios,La Libertad,11,1110
15901,2021-05-12,Nicaragua,Aerea,Familiares,Usulutan,6,2180
15902,2024-12-15,Costa Rica,Aerea,Ocio,San Miguel,6,1173
15903,2023-06-23,Guatemala,Aerea,Ocio,San Miguel,1,1267
15904,2024-11-09,Estados Unidos,Aerea,Familiares,Santa Ana,9,496
15905,2023-09-15,Honduras,Aerea,Ocio,Usulutan,10,707
15906,2024-05-06,Estados Unidos,Terrestre,Familiares,San Miguel,11,1825
15907,2021-02-16,España,Terrestre,Ocio,San Salvador,7,1382
15908,2023-01-27,Nicaragua,Aerea,Ocio,La Paz,10,397
15909,2024-05-11,Estados Unidos,Aerea,Ocio,Ahuachapan,6,1677
15910,2024-07-08,Honduras,Aerea,Ocio,Usulutan,4,184
15911,2022-11-21,Estados Unidos,Aerea,Ocio,La Libertad,1,2175
15912,2023-11-14,Estados Unidos,Terrestre,Salud,Ahuachapan,9,620
15913,2022-11-18,Honduras,Aerea,Ocio,Ahuachapan,5,776
15914,2023-02-25,Estados Unidos,Aerea,Ocio,Ahuachapan,9,807
15915,2021-12-06,Costa Rica,Aerea,Familiares,Usulutan,7,1206
15916,2022-02-16,Estados Unidos,Aerea,Salud,San Miguel,4,1925
15917,2024-07-08,Nicaragua,Aerea,Ocio,La Libertad,11,847
15918,2021-10-13,Honduras,Aerea,Familiares,Sonsonate,2,2107
15919,2024-01-15,Mexico,Aerea,Familiares,San Salvador,8,1424
15920,2023-04-30,Estados Unidos,Terrestre,Familiares,Usulutan,9,1547
15921,2022-03-06,Guatemala,Terrestre,Ocio,Sonsonate,1,1058
15922,2021-01-31,Nicaragua,Aerea,Familiares,La Paz,7,1101
15923,2022-08-26,Guatemala,Aerea,Familiares,Santa Ana,4,1881
15924,2022-03-16,Estados Unidos,Aerea,Familiares,San Salvador,8,1909
15925,2023-09-12,Guatemala,Aerea,Ocio,Sonsonate,1,1160
15926,2024-10-04,España,Terrestre,Negocios,Ahuachapan,2,1741
15927,2022-02-16,Honduras,Aerea,Familiares,Usulutan,10,1309
15928,2022-06-12,Guatemala,Terrestre,Ocio,Santa Ana,10,968
15929,2021-11-06,Nicaragua,Terrestre,Familiares,San Miguel,7,2017
15930,2023-08-07,Estados Unidos,Aerea,Familiares,Ahuachapan,11,1609
15931,2024-11-20,Costa Rica,Aerea,Familiares,La Paz,6,1630
15932,2024-09-23,Guatemala,Aerea,Familiares,La Paz,1,1639
15933,2022-11-05,Estados Unidos,Terrestre,Familiares,Usulutan,6,386
15934,2022-03-13,Estados Unidos,Aerea,Salud,San Miguel,7,1879
15935,2022-12-05,Estados Unidos,Terrestre,Religioso,San Salvador,7,175
15936,2022-10-25,Guatemala,Aerea,Familiares,San Miguel,8,1155
15937,2021-12-31,Honduras,Aerea,Negocios,San Salvador,6,2283
15938,2023-07-12,Mexico,Terrestre,Negocios,San Miguel,2,2355
15939,2021-04-23,Costa Rica,Terrestre,Familiares,La Libertad,7,2355
15940,2021-06-25,Estados Unidos,Aerea,Familiares,La Paz,1,1738
15941,2024-03-18,Guatemala,Aerea,Ocio,San Miguel,1,1103
15942,2024-04-16,Guatemala,Aerea,Familiares,La Libertad,6,2173
15943,2023-07-25,Estados Unidos,Terrestre,Religioso,Santa Ana,6,2424
15944,2022-01-17,Guatemala,Aerea,Familiares,San Salvador,1,998
15945,2024-05-31,Estados Unidos,Terrestre,Negocios,La Libertad,8,2035
15946,2024-07-06,Estados Unidos,Aerea,Ocio,La Paz,9,287
15947,2024-04-27,Estados Unidos,Aerea,Ocio,Ahuachapan,8,2276
15948,2021-11-02,Honduras,Terrestre,Familiares,Santa Ana,11,1123
15949,2024-11-02,Guatemala,Terrestre,Familiares,Usulutan,1,1936
15950,2022-08-25,Honduras,Terrestre,Negocios,San Salvador,11,1711
15951,2021-12-09,Honduras,Aerea,Familiares,La Paz,8,2424
15952,2021-06-05,Estados Unidos,Terrestre,Familiares,Sonsonate,5,270
15953,2022-12-13,Estados Unidos,Terrestre,Familiares,Santa Ana,6,597
15954,2023-12-15,Estados Unidos,Terrestre,Familiares,Santa Ana,3,2295
15955,2024-05-08,Estados Unidos,Terrestre,Familiares,Sonsonate,7,1114
15956,2022-02-07,Costa Rica,Aerea,Ocio,San Salvador,9,2093
15957,2022-09-06,Honduras,Aerea,Familiares,Ahuachapan,11,221
15958,2023-03-08,Estados Unidos,Aerea,Familiares,Usulutan,3,651
15959,2022-09-15,Estados Unidos,Aerea,Familiares,La Paz,11,715
15960,2022-08-26,Honduras,Terrestre,Familiares,San Miguel,3,1074
15961,2021-06-26,Guatemala,Aerea,Familiares,Santa Ana,8,1619
15962,2022-03-25,Honduras,Aerea,Familiares,La Libertad,1,1237
15963,2023-01-13,Estados Unidos,Aerea,Familiares,San Miguel,1,2214
15964,2021-10-28,Guatemala,Aerea,Ocio,San Miguel,11,828
15965,2022-12-08,Estados Unidos,Terrestre,Familiares,San Salvador,2,2278
15966,2021-11-03,Nicaragua,Terrestre,Negocios,Usulutan,10,905
15967,2023-01-21,Estados Unidos,Terrestre,Negocios,Ahuachapan,11,318
15968,2023-05-19,Estados Unidos,Terrestre,Familiares,San Salvador,1,1146
15969,2024-07-14,Guatemala,Aerea,Familiares,La Paz,6,299
15970,2021-08-02,Estados Unidos,Terrestre,Ocio,Sonsonate,10,476
15971,2022-04-28,Honduras,Aerea,Salud,Santa Ana,9,692
15972,2024-07-09,Estados Unidos,Terrestre,Familiares,Ahuachapan,8,502
15973,2023-12-27,Estados Unidos,Aerea,Ocio,San Miguel,3,2383
15974,2021-05-13,Mexico,Terrestre,Ocio,Santa Ana,1,2385
15975,2022-05-27,Estados Unidos,Terrestre,Ocio,Ahuachapan,6,476
15976,2021-07-30,Estados Unidos,Terrestre,Familiares,La Libertad,7,1750
15977,2023-09-15,Estados Unidos,Terrestre,Ocio,Usulutan,2,789
15978,2023-09-14,Mexico,Aerea,Familiares,La Libertad,11,1503
15979,2022-12-18,Guatemala,Aerea,Familiares,La Libertad,11,536
15980,2021-09-10,Costa Rica,Aerea,Familiares,La Libertad,11,994
15981,2021-02-07,Honduras,Terrestre,Ocio,La Paz,9,349
15982,2023-12-03,Honduras,Aerea,Negocios,La Paz,4,815
15983,2022-09-21,Guatemala,Terrestre,Ocio,Usulutan,10,943
15984,2024-11-29,Nicaragua,Aerea,Familiares,San Miguel,7,1018
15985,2023-09-14,Estados Unidos,Aerea,Ocio,La Libertad,2,2269
15986,2021-02-15,Nicaragua,Aerea,Familiares,La Libertad,2,1647
15987,2021-11-01,Honduras,Terrestre,Salud,La Libertad,6,2333
15988,2021-08-21,Honduras,Aerea,Familiares,San Miguel,2,1175
15989,2021-09-02,Estados Unidos,Terrestre,Ocio,Santa Ana,11,874
15990,2023-01-30,Guatemala,Aerea,Familiares,Usulutan,3,2349
15991,2024-08-11,Guatemala,Aerea,Ocio,Ahuachapan,9,2099
15992,2023-04-19,Guatemala,Aerea,Salud,La Paz,11,1516
15993,2024-11-07,España,Terrestre,Familiares,San Salvador,7,320
15994,2021-06-07,Guatemala,Terrestre,Ocio,La Paz,11,935
15995,2024-11-29,Estados Unidos,Terrestre,Ocio,San Miguel,10,1987
15996,2023-10-22,Guatemala,Aerea,Familiares,La Paz,5,2015
15997,2021-08-05,Honduras,Terrestre,Ocio,San Miguel,8,1881
15998,2023-07-17,Mexico,Terrestre,Ocio,Usulutan,11,1948
15999,2022-05-22,Guatemala,Terrestre,Familiares,Ahuachapan,4,998
16000,2023-01-31,Estados Unidos,Aerea,Ocio,Santa Ana,7,1072
16001,2023-06-23,Estados Unidos,Aerea,Ocio,Ahuachapan,7,2258
16002,2022-08-04,Estados Unidos,Terrestre,Negocios,San Miguel,9,1985
16003,2023-11-20,Estados Unidos,Terrestre,Familiares,Santa Ana,7,1873
16004,2022-09-19,Honduras,Aerea,Salud,La Libertad,10,1965
16005,2022-06-04,Estados Unidos,Terrestre,Ocio,Sonsonate,2,406
16006,2021-10-02,Estados Unidos,Aerea,Ocio,La Paz,3,617
16007,2022-05-07,Honduras,Terrestre,Negocios,Sonsonate,9,1531
16008,2023-04-07,Estados Unidos,Aerea,Ocio,Usulutan,4,2283
16009,2023-08-09,Estados Unidos,Aerea,Ocio,San Salvador,10,1956
16010,2023-07-15,Guatemala,Terrestre,Familiares,La Libertad,4,1848
16011,2023-04-27,Estados Unidos,Aerea,Salud,La Paz,10,2309
16012,2023-11-26,Guatemala,Aerea,Religioso,Santa Ana,9,1462
16013,2024-08-27,Honduras,Aerea,Salud,Ahuachapan,6,641
16014,2023-12-04,Costa Rica,Aerea,Familiares,Usulutan,9,555
16015,2024-03-24,Estados Unidos,Aerea,Negocios,Santa Ana,9,1711
16016,2024-01-06,Estados Unidos,Terrestre,Religioso,Usulutan,3,2294
16017,2024-12-26,Guatemala,Aerea,Ocio,Ahuachapan,6,700
16018,2021-02-08,Estados Unidos,Aerea,Religioso,Usulutan,6,1514
16019,2021-08-27,Guatemala,Terrestre,Familiares,Sonsonate,4,1977
16020,2023-11-03,Estados Unidos,Aerea,Familiares,Santa Ana,11,1074
16021,2021-05-02,Honduras,Terrestre,Familiares,Usulutan,1,565
16022,2021-05-24,Mexico,Aerea,Familiares,Sonsonate,3,1211
16023,2022-11-15,España,Terrestre,Ocio,La Libertad,7,1961
16024,2022-03-31,Nicaragua,Aerea,Religioso,Ahuachapan,11,1134
16025,2022-01-03,Estados Unidos,Aerea,Familiares,Ahuachapan,7,482
16026,2023-01-29,Guatemala,Terrestre,Ocio,Sonsonate,7,2469
16027,2021-09-04,Guatemala,Aerea,Ocio,La Paz,10,827
16028,2023-07-12,Costa Rica,Aerea,Familiares,Santa Ana,9,421
16029,2023-12-05,Canada,Terrestre,Religioso,Santa Ana,10,931
16030,2023-02-04,España,Aerea,Salud,La Paz,1,2021
16031,2022-01-10,Mexico,Aerea,Familiares,San Salvador,2,1888
16032,2024-08-07,Guatemala,Aerea,Ocio,La Libertad,3,1535
16033,2021-07-26,Honduras,Terrestre,Familiares,Sonsonate,11,939
16034,2022-06-03,España,Aerea,Ocio,Ahuachapan,2,353
16035,2021-08-30,Guatemala,Aerea,Familiares,La Libertad,2,1430
16036,2024-02-12,Nicaragua,Aerea,Familiares,Ahuachapan,3,347
16037,2023-03-30,Costa Rica,Aerea,Ocio,Ahuachapan,7,199
16038,2021-10-29,Guatemala,Aerea,Negocios,La Paz,5,482
16039,2024-07-23,Estados Unidos,Aerea,Negocios,La Libertad,9,1943
16040,2024-01-25,Estados Unidos,Terrestre,Ocio,San Salvador,8,131
16041,2024-08-10,Estados Unidos,Aerea,Familiares,San Miguel,2,1653
16042,2022-12-02,Guatemala,Aerea,Familiares,San Miguel,5,1175
16043,2024-10-15,Guatemala,Terrestre,Ocio,La Libertad,1,2051
16044,2021-10-15,Guatemala,Aerea,Ocio,Sonsonate,3,1301
16045,2021-06-03,Guatemala,Aerea,Ocio,La Paz,11,410
16046,2022-02-27,España,Aerea,Familiares,Usulutan,5,1701
16047,2023-04-30,Estados Unidos,Terrestre,Familiares,San Salvador,9,1418
16048,2021-02-19,Mexico,Terrestre,Familiares,San Salvador,11,1720
16049,2024-05-15,Estados Unidos,Aerea,Negocios,San Salvador,9,756
16050,2022-07-18,Guatemala,Terrestre,Familiares,Santa Ana,3,2166
16051,2023-05-04,Guatemala,Terrestre,Religioso,La Libertad,11,1141
16052,2023-06-02,Honduras,Aerea,Familiares,Sonsonate,11,904
16053,2022-10-24,Guatemala,Aerea,Ocio,Usulutan,6,273
16054,2022-07-19,Estados Unidos,Aerea,Familiares,Santa Ana,10,1108
16055,2021-08-01,Estados Unidos,Aerea,Ocio,Sonsonate,10,1562
16056,2023-12-26,Estados Unidos,Terrestre,Religioso,Sonsonate,6,2222
16057,2024-06-09,Estados Unidos,Terrestre,Salud,Usulutan,9,1992
16058,2023-03-22,Guatemala,Aerea,Ocio,Sonsonate,6,910
16059,2023-04-30,Guatemala,Aerea,Ocio,Sonsonate,3,2472
16060,2024-09-05,Nicaragua,Terrestre,Religioso,La Libertad,7,1917
16061,2024-03-06,Canada,Aerea,Familiares,La Libertad,1,291
16062,2023-05-31,Guatemala,Aerea,Ocio,Usulutan,3,2177
16063,2023-12-25,Estados Unidos,Aerea,Ocio,Sonsonate,3,2070
16064,2024-03-01,Honduras,Terrestre,Familiares,Sonsonate,1,1822
16065,2021-11-30,Guatemala,Aerea,Familiares,San Salvador,1,1776
16066,2021-02-01,Guatemala,Aerea,Familiares,Santa Ana,8,817
16067,2023-05-18,Guatemala,Aerea,Ocio,Usulutan,8,2242
16068,2023-06-17,Guatemala,Terrestre,Ocio,La Libertad,9,2498
16069,2024-06-20,Canada,Aerea,Familiares,San Salvador,10,1141
16070,2024-04-30,Costa Rica,Aerea,Ocio,La Paz,6,2012
16071,2024-03-11,Costa Rica,Terrestre,Familiares,San Salvador,8,1273
16072,2022-08-24,Honduras,Aerea,Familiares,Santa Ana,4,1808
16073,2023-09-15,Mexico,Terrestre,Religioso,La Paz,5,2297
16074,2024-04-29,Estados Unidos,Aerea,Familiares,Sonsonate,8,2025
16075,2024-03-18,Nicaragua,Aerea,Ocio,San Salvador,2,1210
16076,2022-08-22,Estados Unidos,Aerea,Ocio,Santa Ana,10,2038
16077,2024-12-10,Honduras,Aerea,Ocio,Usulutan,4,2002
16078,2022-06-04,Estados Unidos,Terrestre,Familiares,San Salvador,1,1981
16079,2023-05-19,Estados Unidos,Terrestre,Familiares,Santa Ana,8,941
16080,2021-01-16,Estados Unidos,Terrestre,Familiares,Usulutan,2,2382
16081,2024-02-04,Estados Unidos,Terrestre,Familiares,San Salvador,2,1705
16082,2021-10-10,Estados Unidos,Aerea,Familiares,Usulutan,11,1608
16083,2024-02-02,Estados Unidos,Terrestre,Familiares,Santa Ana,11,1206
16084,2021-12-27,Nicaragua,Terrestre,Familiares,Sonsonate,5,2265
16085,2023-11-25,Mexico,Terrestre,Ocio,Ahuachapan,11,227
16086,2021-04-23,Honduras,Aerea,Ocio,Santa Ana,1,310
16087,2021-11-04,Nicaragua,Aerea,Religioso,Ahuachapan,6,462
16088,2023-08-17,Honduras,Terrestre,Familiares,San Miguel,8,196
16089,2023-12-13,Costa Rica,Aerea,Familiares,La Libertad,7,1432
16090,2024-01-10,Guatemala,Aerea,Ocio,Ahuachapan,10,1520
16091,2023-04-14,Guatemala,Aerea,Salud,San Salvador,6,1661
16092,2024-10-24,Mexico,Aerea,Familiares,Ahuachapan,1,949
16093,2021-08-30,Estados Unidos,Terrestre,Familiares,Ahuachapan,11,1157
16094,2021-01-31,Estados Unidos,Terrestre,Familiares,Usulutan,11,1616
16095,2022-12-05,Honduras,Terrestre,Familiares,La Paz,9,1453
16096,2023-05-19,Estados Unidos,Aerea,Familiares,La Paz,7,216
16097,2024-10-16,Guatemala,Terrestre,Familiares,Usulutan,3,754
16098,2021-08-21,Estados Unidos,Terrestre,Ocio,Usulutan,4,733
16099,2023-11-24,Nicaragua,Terrestre,Familiares,Usulutan,3,1008
16100,2024-06-20,Costa Rica,Terrestre,Negocios,La Paz,4,1915
16101,2023-08-09,Estados Unidos,Aerea,Ocio,Santa Ana,1,994
16102,2021-02-28,Estados Unidos,Aerea,Ocio,San Miguel,3,2490
16103,2023-02-10,Estados Unidos,Aerea,Ocio,La Paz,5,200
16104,2024-01-07,Honduras,Terrestre,Familiares,Santa Ana,5,1992
16105,2022-12-19,Estados Unidos,Terrestre,Familiares,Usulutan,9,585
16106,2021-10-29,Guatemala,Aerea,Negocios,Ahuachapan,5,2456
16107,2023-03-14,Estados Unidos,Aerea,Negocios,La Paz,1,531
16108,2023-06-16,Estados Unidos,Aerea,Ocio,La Paz,5,1794
16109,2021-04-22,Estados Unidos,Terrestre,Familiares,Usulutan,11,802
16110,2024-12-07,Guatemala,Aerea,Familiares,Usulutan,7,664
16111,2021-11-13,Estados Unidos,Aerea,Familiares,San Miguel,4,666
16112,2024-03-14,Guatemala,Terrestre,Familiares,Sonsonate,7,804
16113,2022-10-30,Estados Unidos,Terrestre,Ocio,Sonsonate,10,717
16114,2022-11-21,Estados Unidos,Aerea,Familiares,Sonsonate,2,573
16115,2021-01-18,Estados Unidos,Aerea,Familiares,Usulutan,2,2487
16116,2024-10-06,Honduras,Terrestre,Familiares,San Salvador,11,2399
16117,2024-03-24,Guatemala,Terrestre,Ocio,Santa Ana,7,329
16118,2023-02-17,Mexico,Aerea,Religioso,Ahuachapan,3,426
16119,2021-12-26,Estados Unidos,Aerea,Ocio,Santa Ana,7,457
16120,2021-11-28,Estados Unidos,Aerea,Religioso,Sonsonate,3,2485
16121,2022-06-12,Estados Unidos,Aerea,Negocios,Usulutan,6,751
16122,2021-01-12,Estados Unidos,Terrestre,Negocios,San Miguel,7,1589
16123,2024-01-04,Estados Unidos,Aerea,Familiares,Sonsonate,5,1457
16124,2021-07-31,Estados Unidos,Aerea,Familiares,Usulutan,7,907
16125,2022-10-03,Estados Unidos,Aerea,Ocio,Ahuachapan,4,1900
16126,2021-10-10,Honduras,Aerea,Familiares,Usulutan,1,624
16127,2024-05-03,Honduras,Terrestre,Ocio,Ahuachapan,11,1984
16128,2023-02-19,Estados Unidos,Terrestre,Familiares,Usulutan,8,2013
16129,2023-11-20,Guatemala,Aerea,Familiares,La Paz,10,432
16130,2023-10-30,Honduras,Aerea,Ocio,La Paz,10,1160
16131,2024-08-25,Estados Unidos,Terrestre,Familiares,La Paz,2,2460
16132,2024-08-26,Honduras,Aerea,Negocios,San Salvador,9,1310
16133,2022-11-08,España,Aerea,Ocio,Sonsonate,6,1353
16134,2022-12-06,Mexico,Aerea,Ocio,Sonsonate,5,2291
16135,2022-03-02,Guatemala,Aerea,Familiares,San Miguel,6,2183
16136,2022-08-14,Guatemala,Aerea,Religioso,Ahuachapan,10,512
16137,2021-04-01,Honduras,Aerea,Ocio,Usulutan,1,1800
16138,2022-04-01,Estados Unidos,Terrestre,Ocio,San Miguel,4,1648
16139,2022-03-20,Honduras,Aerea,Negocios,Sonsonate,6,614
16140,2021-03-20,Estados Unidos,Terrestre,Familiares,La Paz,6,442
16141,2023-07-16,Nicaragua,Aerea,Familiares,San Salvador,6,1847
16142,2021-04-13,Estados Unidos,Aerea,Familiares,La Libertad,7,673
16143,2022-09-15,Estados Unidos,Aerea,Ocio,La Libertad,9,605
16144,2023-09-17,Guatemala,Terrestre,Salud,La Paz,9,1305
16145,2024-08-30,Guatemala,Aerea,Religioso,La Paz,3,455
16146,2024-06-24,Estados Unidos,Terrestre,Ocio,San Miguel,4,1715
16147,2021-08-22,Guatemala,Aerea,Familiares,Sonsonate,1,1818
16148,2022-10-06,Estados Unidos,Terrestre,Religioso,Santa Ana,1,1854
16149,2024-06-12,Guatemala,Aerea,Religioso,Usulutan,4,2459
16150,2023-03-01,Estados Unidos,Terrestre,Familiares,Ahuachapan,6,240
16151,2022-01-22,Estados Unidos,Terrestre,Religioso,Ahuachapan,3,1480
16152,2023-04-27,Estados Unidos,Aerea,Ocio,Usulutan,5,1213
16153,2021-02-07,Estados Unidos,Aerea,Familiares,La Paz,9,2208
16154,2024-03-30,Guatemala,Aerea,Religioso,La Paz,11,1000
16155,2024-02-15,Estados Unidos,Aerea,Familiares,La Libertad,1,394
16156,2021-08-29,Nicaragua,Terrestre,Familiares,San Miguel,1,1845
16157,2023-11-16,Estados Unidos,Aerea,Salud,Usulutan,2,1474
16158,2022-07-16,Estados Unidos,Aerea,Familiares,La Paz,6,2263
16159,2023-03-17,Guatemala,Terrestre,Ocio,Ahuachapan,10,791
16160,2021-10-25,Estados Unidos,Aerea,Religioso,Santa Ana,11,1329
16161,2023-03-16,Estados Unidos,Aerea,Religioso,Ahuachapan,9,1191
16162,2021-06-03,Estados Unidos,Aerea,Familiares,Sonsonate,8,2099
16163,2023-01-02,Estados Unidos,Terrestre,Ocio,Santa Ana,11,2013
16164,2022-04-13,Guatemala,Aerea,Familiares,San Salvador,5,1142
16165,2021-02-18,Guatemala,Terrestre,Familiares,Ahuachapan,8,2399
16166,2021-02-15,Estados Unidos,Aerea,Religioso,Usulutan,5,664
16167,2024-08-01,Guatemala,Aerea,Familiares,La Paz,10,2460
16168,2023-02-19,España,Terrestre,Familiares,La Paz,10,616
16169,2021-03-23,Mexico,Aerea,Ocio,Santa Ana,3,1836
16170,2023-12-04,Estados Unidos,Terrestre,Familiares,San Miguel,7,1044
16171,2023-08-13,Estados Unidos,Aerea,Salud,San Salvador,6,1692
16172,2021-09-30,Guatemala,Aerea,Ocio,Ahuachapan,7,180
16173,2022-01-29,Estados Unidos,Terrestre,Familiares,Sonsonate,5,2473
16174,2023-03-01,Estados Unidos,Aerea,Familiares,Santa Ana,8,730
16175,2022-08-18,Estados Unidos,Terrestre,Religioso,San Miguel,8,210
16176,2021-02-27,Estados Unidos,Terrestre,Religioso,Usulutan,11,2453
16177,2022-07-19,Guatemala,Terrestre,Religioso,La Libertad,5,1801
16178,2021-01-01,Guatemala,Terrestre,Ocio,San Salvador,10,496
16179,2021-08-04,Estados Unidos,Terrestre,Negocios,Sonsonate,11,393
16180,2024-09-02,Guatemala,Aerea,Ocio,San Salvador,7,1515
16181,2024-06-05,Guatemala,Aerea,Ocio,Ahuachapan,4,1867
16182,2023-02-05,Guatemala,Aerea,Ocio,La Libertad,7,1477
16183,2022-11-02,España,Aerea,Ocio,San Salvador,6,2087
16184,2024-08-03,España,Terrestre,Ocio,Usulutan,2,1804
16185,2022-05-26,Guatemala,Terrestre,Familiares,Santa Ana,2,2238
16186,2023-07-04,Nicaragua,Aerea,Familiares,Santa Ana,10,710
16187,2021-04-05,Estados Unidos,Aerea,Religioso,San Salvador,7,1404
16188,2022-05-08,Guatemala,Terrestre,Ocio,La Paz,7,1632
16189,2023-02-04,Honduras,Terrestre,Religioso,Ahuachapan,3,1767
16190,2023-10-19,Guatemala,Terrestre,Ocio,San Salvador,3,1661
16191,2021-05-30,Estados Unidos,Terrestre,Familiares,Usulutan,2,1255
16192,2023-11-13,Estados Unidos,Aerea,Familiares,Usulutan,10,1036
16193,2023-01-26,Estados Unidos,Aerea,Ocio,Usulutan,10,1909
16194,2024-05-23,Guatemala,Aerea,Familiares,Ahuachapan,6,1400
16195,2022-02-03,España,Terrestre,Familiares,Santa Ana,11,2333
16196,2022-02-14,Estados Unidos,Aerea,Familiares,Sonsonate,11,1788
16197,2021-05-11,Canada,Aerea,Ocio,San Salvador,6,949
16198,2023-05-05,Estados Unidos,Aerea,Familiares,La Libertad,11,1281
16199,2021-05-28,Costa Rica,Aerea,Familiares,La Libertad,9,2343
16200,2022-01-16,Nicaragua,Aerea,Ocio,Sonsonate,6,442
16201,2024-02-07,Estados Unidos,Aerea,Salud,Sonsonate,8,691
16202,2022-07-06,Estados Unidos,Terrestre,Salud,Sonsonate,5,2337
16203,2024-02-19,Estados Unidos,Terrestre,Religioso,Ahuachapan,8,1068
16204,2021-10-22,España,Terrestre,Familiares,Sonsonate,2,1728
16205,2024-02-18,Estados Unidos,Aerea,Familiares,San Salvador,9,269
16206,2022-04-01,Guatemala,Terrestre,Familiares,Sonsonate,6,791
16207,2021-06-18,Estados Unidos,Terrestre,Ocio,Sonsonate,11,1200
16208,2022-12-11,Costa Rica,Aerea,Negocios,Usulutan,5,2450
16209,2024-03-12,Estados Unidos,Terrestre,Ocio,La Paz,2,1855
16210,2021-02-06,Estados Unidos,Terrestre,Familiares,Usulutan,10,1975
16211,2024-07-08,Estados Unidos,Aerea,Religioso,La Libertad,1,2253
16212,2021-08-19,Guatemala,Terrestre,Ocio,Ahuachapan,3,367
16213,2021-09-11,Estados Unidos,Terrestre,Familiares,San Salvador,10,1030
16214,2021-11-25,Guatemala,Aerea,Ocio,Ahuachapan,8,1201
16215,2024-08-13,Estados Unidos,Terrestre,Familiares,Santa Ana,7,381
16216,2023-09-07,Guatemala,Aerea,Familiares,San Miguel,11,2426
16217,2021-01-10,Guatemala,Aerea,Ocio,Usulutan,9,1096
16218,2022-03-22,Estados Unidos,Aerea,Ocio,San Miguel,7,1060
16219,2023-07-11,Estados Unidos,Aerea,Familiares,La Paz,5,1255
16220,2023-04-16,Honduras,Aerea,Ocio,La Paz,1,1469
16221,2024-06-07,Estados Unidos,Terrestre,Negocios,Santa Ana,4,967
16222,2021-03-19,Estados Unidos,Aerea,Religioso,Ahuachapan,5,1106
16223,2024-12-19,Honduras,Aerea,Ocio,La Paz,9,708
16224,2021-07-12,Estados Unidos,Aerea,Familiares,San Salvador,5,1479
16225,2022-02-05,Guatemala,Aerea,Familiares,La Libertad,9,1691
16226,2021-04-19,Estados Unidos,Aerea,Negocios,Ahuachapan,5,2268
16227,2023-03-03,Estados Unidos,Aerea,Familiares,Sonsonate,9,1174
16228,2021-09-20,Honduras,Aerea,Negocios,La Paz,6,763
16229,2021-11-25,Estados Unidos,Terrestre,Familiares,San Miguel,10,2444
16230,2021-12-29,Estados Unidos,Aerea,Familiares,San Salvador,1,997
16231,2024-11-02,Honduras,Aerea,Ocio,La Paz,4,339
16232,2024-09-26,Estados Unidos,Aerea,Familiares,San Salvador,10,1057
16233,2021-09-16,Guatemala,Terrestre,Ocio,La Paz,10,2410
16234,2024-09-20,Canada,Aerea,Familiares,Usulutan,3,284
16235,2021-03-26,Guatemala,Aerea,Ocio,San Salvador,9,2170
16236,2021-11-04,Estados Unidos,Terrestre,Familiares,Sonsonate,1,1765
16237,2021-09-19,Guatemala,Terrestre,Familiares,Ahuachapan,7,2036
16238,2023-03-08,Estados Unidos,Aerea,Familiares,San Salvador,11,846
16239,2022-09-23,Estados Unidos,Terrestre,Familiares,Santa Ana,1,1274
16240,2022-11-11,Nicaragua,Aerea,Familiares,Ahuachapan,6,1943
16241,2023-05-15,Estados Unidos,Aerea,Familiares,La Paz,2,249
16242,2024-06-28,Estados Unidos,Terrestre,Negocios,Sonsonate,7,200
16243,2021-11-20,Estados Unidos,Terrestre,Familiares,Ahuachapan,2,282
16244,2023-07-14,España,Terrestre,Negocios,Ahuachapan,3,1627
16245,2024-06-06,Estados Unidos,Aerea,Religioso,San Miguel,10,1824
16246,2024-08-13,Estados Unidos,Aerea,Ocio,La Paz,5,1201
16247,2022-12-28,Guatemala,Terrestre,Ocio,San Salvador,5,1097
16248,2024-06-14,Guatemala,Aerea,Ocio,La Paz,6,816
16249,2023-09-05,Estados Unidos,Terrestre,Ocio,Usulutan,7,677
16250,2021-08-05,Costa Rica,Aerea,Ocio,Ahuachapan,7,754
16251,2024-06-23,Estados Unidos,Aerea,Ocio,San Miguel,1,1150
16252,2022-03-24,Estados Unidos,Aerea,Ocio,La Libertad,6,990
16253,2021-11-15,Estados Unidos,Aerea,Religioso,San Miguel,1,1677
16254,2023-09-21,Honduras,Aerea,Ocio,San Salvador,6,501
16255,2024-12-26,Estados Unidos,Aerea,Familiares,San Miguel,9,1356
