id_reserva,fecha,departamento,tipo_hotel,habitaciones,ocupadas,tarifa_promedio
3705,2021-12-14,San Miguel,Ciudad,83,136,229
3706,2021-11-21,Sonsonate,Rural,32,179,136
3707,2023-12-10,Ahuachapan,Rural,36,50,128
3708,2022-08-01,San Salvador,Rural,106,81,215
3709,2021-09-04,Sonsonate,Rural,79,179,169
3710,2024-06-03,Usulutan,Rural,66,146,136
3711,2023-10-25,La Paz,Playa,46,85,82
3712,2024-08-18,Usulutan,Montaña,130,41,193
3713,2023-12-02,Ahuachapan,Playa,162,104,90
3714,2022-04-16,San Salvador,Rural,120,56,193
3715,2024-07-15,Santa Ana,Ciudad,176,86,206
3716,2021-09-24,Ahuachapan,Ciudad,177,70,91
3717,2023-11-16,Usulutan,Ciudad,194,140,166
3718,2024-02-23,Usulutan,Playa,61,114,77
3719,2021-02-14,La Paz,Ciudad,41,49,214
3720,2022-01-20,La Paz,Playa,194,138,97
3721,2022-06-26,La Paz,Playa,57,27,103
3722,2024-10-12,Ahuachapan,Ciudad,191,136,97
3723,2024-03-16,Usulutan,Rural,76,179,141
3724,2023-07-15,Ahuachapan,Montaña,183,133,209
3725,2023-10-12,La Paz,Montaña,196,159,81
3726,2022-03-19,La Libertad,Playa,98,41,238
3727,2022-09-12,La Paz,Montaña,89,125,214
3728,2021-11-11,San Salvador,Playa,89,11,69
3729,2024-11-01,San Salvador,Montaña,25,159,54
3730,2024-03-16,Usulutan,Playa,132,75,147
3731,2023-02-11,La Paz,Montaña,190,71,224
3732,2024-11-29,San Miguel,Ciudad,109,90,191
3733,2021-10-09,La Libertad,Playa,54,175,114
3734,2022-12-20,Usulutan,Playa,186,82,224
3735,2021-10-25,La Paz,Rural,131,170,137
3736,2024-11-25,Ahuachapan,Montaña,35,169,179
3737,2023-11-07,San Miguel,Rural,169,122,173
3738,2021-02-10,San Miguel,Ciudad,131,34,64
3739,2024-04-19,La Paz,Playa,78,41,221
3740,2023-10-23,La Libertad,Montaña,64,125,233
3741,2024-01-01,Ahuachapan,Rural,152,166,248
3742,2021-09-01,Ahuachapan,Rural,92,115,110
3743,2024-01-05,La Paz,Rural,158,157,113
3744,2024-12-02,Santa Ana,Ciudad,55,165,44
3745,2024-10-22,Ahuachapan,Ciudad,74,175,242
3746,2021-06-06,San Miguel,Playa,61,110,141
3747,2023-12-31,San Salvador,Montaña,192,30,73
3748,2021-03-18,La Libertad,Playa,78,106,113
3749,2023-11-27,Usulutan,Playa,52,100,96
3750,2023-10-10,La Libertad,Ciudad,95,150,45
3751,2021-07-01,San Salvador,Montaña,90,157,239
3752,2021-04-29,Sonsonate,Montaña,52,23,132
3753,2021-01-24,Santa Ana,Playa,160,158,138
3754,2023-04-26,Ahuachapan,Ciudad,104,61,166
3755,2022-06-01,Sonsonate,Ciudad,93,105,131
3756,2023-08-14,Usulutan,Montaña,74,92,105
3757,2021-03-11,Sonsonate,Playa,132,19,210
3758,2022-08-28,Usulutan,Playa,190,64,76
3759,2022-12-13,La Paz,Ciudad,102,92,59
3760,2021-02-06,San Salvador,Rural,165,169,79
3761,2021-11-06,La Paz,Playa,91,130,61
3762,2023-10-14,Santa Ana,Ciudad,127,110,226
3763,2021-06-15,La Paz,Playa,98,15,165
3764,2021-06-30,San Salvador,Ciudad,162,81,179
3765,2022-11-28,La Libertad,Ciudad,73,85,244
3766,2024-06-28,La Paz,Montaña,30,11,204
3767,2021-04-17,Usulutan,Rural,25,68,212
3768,2023-01-14,Ahuachapan,Montaña,106,44,184
3769,2024-10-28,Usulutan,Ciudad,79,83,107
3770,2022-04-17,Usulutan,Rural,138,66,169
3771,2022-09-15,San Salvador,Montaña,112,123,63
3772,2024-06-24,San Miguel,Montaña,180,172,74
3773,2023-11-01,Usulutan,Ciudad,76,114,168
3774,2022-05-30,La Libertad,Rural,20,38,53
3775,2024-08-07,La Libertad,Rural,173,60,196
3776,2023-07-17,La Libertad,Playa,67,42,232
3777,2021-12-22,La Libertad,Playa,188,34,197
3778,2022-11-19,San Salvador,Montaña,176,66,184
3779,2024-05-25,Usulutan,Playa,81,77,97
3780,2021-01-02,San Salvador,Ciudad,62,92,217
3781,2023-11-15,Santa Ana,Ciudad,67,61,248
3782,2023-05-18,La Paz,Playa,96,70,230
3783,2022-03-09,Ahuachapan,Montaña,107,112,223
3784,2022-09-01,San Miguel,Rural,83,168,107
3785,2022-07-30,La Paz,Montaña,113,72,77
3786,2021-06-10,La Libertad,Ciudad,30,136,43
3787,2024-03-23,La Paz,Playa,143,149,105
3788,2024-04-18,San Salvador,Montaña,197,84,163
3789,2024-06-16,San Miguel,Playa,96,165,167
3790,2024-02-14,Ahuachapan,Playa,84,144,202
3791,2021-04-09,Sonsonate,Playa,197,167,104
3792,2023-07-22,Sonsonate,Montaña,197,50,148
3793,2024-01-23,San Miguel,Rural,185,169,72
3794,2022-03-14,Usulutan,Ciudad,42,27,204
3795,2021-06-10,Santa Ana,Ciudad,80,44,241
3796,2024-03-03,La Paz,Playa,198,105,98
3797,2021-08-19,San Salvador,Montaña,159,79,164
3798,2024-09-16,Santa Ana,Rural,90,166,80
3799,2021-03-12,San Miguel,Montaña,170,110,100
3800,2023-05-13,La Libertad,Ciudad,58,137,185
3801,2023-03-30,Usulutan,Montaña,82,159,215
3802,2024-09-30,San Miguel,Playa,143,51,44
3803,2023-09-04,La Paz,Rural,90,12,239
3804,2024-04-18,Ahuachapan,Montaña,155,145,243
3805,2021-11-16,San Salvador,Montaña,112,144,102
3806,2021-10-05,La Libertad,Montaña,172,40,149
3807,2021-04-16,Sonsonate,Playa,40,126,227
3808,2021-07-12,San Miguel,Montaña,97,24,44
3809,2021-12-07,San Salvador,Montaña,166,106,140
3810,2021-06-11,La Paz,Rural,73,126,242
3811,2021-05-06,La Libertad,Montaña,25,46,69
3812,2023-08-12,San Salvador,Rural,117,159,197
3813,2022-02-23,Santa Ana,Montaña,122,82,215
3814,2022-11-29,Usulutan,Ciudad,87,93,62
3815,2024-09-06,Sonsonate,Rural,180,10,132
3816,2022-02-05,Ahuachapan,Playa,99,114,66
3817,2024-12-08,Ahuachapan,Montaña,183,131,222
3818,2024-02-29,La Paz,Playa,151,10,48
3819,2024-05-29,La Paz,Montaña,154,51,40
3820,2022-10-22,Santa Ana,Ciudad,102,97,54
3821,2024-03-24,Usulutan,Ciudad,25,104,66
3822,2023-08-27,Usulutan,Ciudad,54,5,179
3823,2023-11-06,San Salvador,Rural,109,113,50
3824,2024-09-15,San Salvador,Ciudad,36,141,207
3825,2021-10-15,Ahuachapan,Montaña,26,157,159
3826,2024-09-15,Sonsonate,Ciudad,120,177,161
3827,2024-11-18,Ahuachapan,Montaña,55,36,197
3828,2022-03-20,Usulutan,Playa,187,96,205
3829,2023-06-22,San Salvador,Ciudad,99,20,140
3830,2024-06-22,San Salvador,Rural,129,48,226
3831,2023-05-03,Ahuachapan,Rural,166,141,110
3832,2021-06-29,Sonsonate,Playa,46,81,172
3833,2023-02-25,La Paz,Playa,125,157,171
3834,2022-03-28,Santa Ana,Playa,154,173,162
3835,2023-08-23,Usulutan,Ciudad,90,107,75
3836,2024-03-14,Ahuachapan,Montaña,45,90,206
3837,2022-07-17,La Paz,Playa,42,75,182
3838,2022-06-24,La Libertad,Rural,53,107,127
3839,2021-04-24,Sonsonate,Montaña,70,112,190
3840,2024-10-04,San Salvador,Montaña,81,57,90
3841,2021-09-16,Ahuachapan,Montaña,150,166,219
3842,2023-09-19,San Salvador,Playa,62,123,136
3843,2024-07-17,La Paz,Playa,174,108,163
3844,2021-08-11,Santa Ana,Ciudad,32,126,68
3845,2024-01-25,La Libertad,Playa,74,158,38
3846,2024-01-12,Ahuachapan,Ciudad,183,9,59
3847,2022-06-12,San Miguel,Montaña,132,96,109
3848,2024-03-03,San Salvador,Rural,161,68,69
3849,2022-05-17,Usulutan,Ciudad,169,35,198
3850,2021-09-01,La Libertad,Ciudad,164,60,165
3851,2021-04-21,Sonsonate,Ciudad,122,128,140
3852,2023-12-12,La Libertad,Montaña,127,114,199
3853,2022-03-01,La Paz,Montaña,110,104,244
3854,2022-01-10,Santa Ana,Montaña,32,10,173
3855,2023-12-23,Santa Ana,Playa,97,127,46
3856,2022-03-13,San Salvador,Playa,179,62,187
3857,2022-10-05,San Miguel,Ciudad,185,154,193
3858,2024-02-07,Usulutan,Montaña,44,132,169
3859,2024-04-04,Santa Ana,Montaña,73,141,154
3860,2024-05-31,Ahuachapan,Rural,42,106,123
3861,2021-11-12,San Salvador,Ciudad,154,91,155
3862,2021-12-18,San Salvador,Ciudad,21,160,165
3863,2024-06-01,La Libertad,Montaña,129,54,220
3864,2024-09-02,Usulutan,Montaña,41,159,220
3865,2022-09-22,Usulutan,Montaña,132,21,202
3866,2024-12-20,San Miguel,Ciudad,76,75,93
3867,2021-03-31,San Salvador,Ciudad,143,30,95
3868,2022-03-08,La Libertad,Rural,48,66,219
3869,2021-01-09,Ahuachapan,Playa,30,96,238
3870,2022-12-11,La Libertad,Rural,185,32,147
3871,2022-03-21,La Libertad,Rural,108,116,112
3872,2022-07-30,La Paz,Ciudad,122,43,182
3873,2021-08-11,Sonsonate,Playa,143,51,61
3874,2022-11-26,San Salvador,Ciudad,36,10,72
3875,2022-11-01,San Salvador,Playa,49,57,102
3876,2024-11-27,Sonsonate,Montaña,87,127,134
3877,2024-05-11,Ahuachapan,Ciudad,70,28,150
3878,2023-01-06,Usulutan,Montaña,183,156,205
3879,2021-03-11,Ahuachapan,Rural,51,24,68
3880,2024-09-04,Ahuachapan,Playa,84,151,223
3881,2023-08-12,La Paz,Montaña,82,14,67
3882,2021-04-03,La Libertad,Rural,132,61,197
3883,2024-09-07,La Paz,Rural,135,169,127
3884,2022-03-15,San Miguel,Ciudad,199,16,98
3885,2023-03-16,Ahuachapan,Rural,197,61,57
3886,2021-04-11,La Paz,Rural,33,87,120
3887,2023-08-10,Ahuachapan,Rural,167,107,206
3888,2024-08-02,San Salvador,Montaña,131,154,105
3889,2021-03-30,La Paz,Rural,168,86,48
3890,2022-05-04,San Salvador,Playa,88,165,72
3891,2021-06-23,San Salvador,Montaña,172,111,210
3892,2023-06-10,San Miguel,Ciudad,111,161,103
3893,2022-07-15,La Libertad,Montaña,181,109,224
3894,2024-05-12,La Paz,Rural,126,163,43
3895,2022-09-19,Santa Ana,Playa,137,97,158
3896,2024-02-04,Ahuachapan,Playa,70,168,165
3897,2024-01-25,Sonsonate,Playa,81,134,120
3898,2024-06-14,Santa Ana,Playa,154,79,36
3899,2022-03-26,San Miguel,Playa,148,67,174
3900,2022-02-12,San Salvador,Rural,198,112,39
3901,2024-09-22,La Libertad,Ciudad,169,158,145
3902,2022-01-27,San Miguel,Playa,89,116,164
3903,2022-03-13,La Libertad,Rural,50,139,90
3904,2024-04-24,San Miguel,Montaña,153,139,146
3905,2022-01-14,Santa Ana,Montaña,146,24,120
3906,2022-10-19,La Paz,Rural,52,55,155
3907,2024-02-10,San Salvador,Rural,150,76,246
3908,2021-01-04,Usulutan,Rural,20,172,130
3909,2021-04-20,San Salvador,Rural,45,112,172
3910,2024-10-28,San Salvador,Playa,50,143,227
3911,2022-12-11,La Paz,Rural,68,157,65
3912,2024-01-06,La Paz,Ciudad,187,71,146
3913,2022-11-30,Santa Ana,Playa,109,88,192
3914,2024-10-24,Usulutan,Rural,122,22,44
3915,2022-04-23,Usulutan,Montaña,61,137,60
3916,2022-03-16,Usulutan,Rural,48,160,141
3917,2021-02-16,San Salvador,Ciudad,97,58,244
3918,2023-09-30,San Miguel,Rural,35,140,139
3919,2022-01-13,Usulutan,Montaña,161,13,160
3920,2021-05-05,Sonsonate,Montaña,113,172,75
3921,2022-05-27,San Salvador,Rural,125,39,69
3922,2022-08-26,La Libertad,Montaña,182,175,225
3923,2021-10-07,San Miguel,Rural,112,99,238
3924,2023-10-11,Ahuachapan,Playa,160,62,43
3925,2023-01-16,La Paz,Rural,135,97,197
3926,2021-10-16,La Paz,Ciudad,73,10,214
3927,2024-01-04,La Paz,Playa,122,6,184
3928,2024-08-13,Santa Ana,Montaña,187,84,191
3929,2022-07-31,Santa Ana,Playa,192,120,38
3930,2021-03-10,La Paz,Rural,141,108,100
3931,2021-07-16,Ahuachapan,Montaña,140,76,104
3932,2023-12-07,San Miguel,Playa,22,78,233
3933,2023-09-03,San Salvador,Rural,94,106,92
3934,2023-06-03,La Paz,Rural,78,70,158
3935,2024-08-14,Sonsonate,Montaña,42,135,215
3936,2023-02-24,Sonsonate,Ciudad,126,29,154
3937,2021-04-08,San Salvador,Ciudad,186,84,68
3938,2024-06-15,San Salvador,Montaña,41,162,187
3939,2023-04-18,Sonsonate,Rural,133,30,94
3940,2024-02-02,Ahuachapan,Ciudad,142,164,229
3941,2023-05-22,La Libertad,Playa,26,134,44
3942,2022-06-22,Sonsonate,Rural,41,173,151
3943,2023-09-17,San Salvador,Playa,77,122,189
3944,2024-05-08,Usulutan,Ciudad,57,119,75
3945,2023-12-19,Santa Ana,Playa,47,56,120
3946,2023-12-28,Sonsonate,Ciudad,131,68,64
3947,2024-11-01,La Libertad,Ciudad,183,57,227
3948,2024-07-16,Sonsonate,Ciudad,112,7,198
3949,2024-11-07,Santa Ana,Rural,135,56,190
3950,2022-07-26,Santa Ana,Montaña,73,171,134
3951,2021-12-20,San Salvador,Playa,101,85,109
3952,2021-07-07,San Miguel,Ciudad,178,126,243
3953,2024-08-29,La Paz,Montaña,67,161,78
3954,2021-12-24,Santa Ana,Montaña,49,163,70
3955,2024-06-17,Usulutan,Playa,70,12,219
3956,2024-09-16,Santa Ana,Montaña,67,70,162
3957,2024-10-18,Ahuachapan,Montaña,170,38,225
3958,2023-08-13,Santa Ana,Montaña,89,162,237
3959,2021-10-02,Ahuachapan,Montaña,124,99,99
3960,2022-04-16,Santa Ana,Montaña,67,101,91
3961,2021-06-22,Santa Ana,Rural,50,70,242
3962,2024-08-12,La Paz,Playa,138,177,97
3963,2021-03-24,Sonsonate,Montaña,141,63,212
3964,2021-06-12,Sonsonate,Ciudad,180,54,176
3965,2021-01-27,Santa Ana,Montaña,178,158,98
3966,2024-01-20,San Salvador,Rural,130,141,136
3967,2021-07-31,La Paz,Rural,71,120,226
3968,2022-08-20,Usulutan,Ciudad,197,170,214
3969,2022-06-08,Ahuachapan,Montaña,144,88,115
3970,2023-08-05,Santa Ana,Montaña,157,174,90
3971,2024-11-08,Santa Ana,Rural,24,52,89
3972,2024-07-27,La Libertad,Montaña,49,79,179
3973,2023-04-24,La Paz,Ciudad,195,132,97
3974,2024-02-01,Sonsonate,Ciudad,168,122,242
3975,2021-04-24,La Paz,Ciudad,147,56,139
3976,2022-03-23,Ahuachapan,Rural,48,171,247
3977,2021-03-14,Sonsonate,Ciudad,44,97,50
3978,2022-10-13,Sonsonate,Rural,112,79,221
3979,2021-11-05,San Miguel,Ciudad,70,110,67
3980,2024-12-18,La Libertad,Ciudad,194,103,176
3981,2023-03-02,San Miguel,Montaña,111,171,243
3982,2021-05-04,Santa Ana,Playa,132,18,149
3983,2021-05-25,La Paz,Playa,177,60,129
3984,2021-11-30,San Miguel,Rural,81,107,141
3985,2024-07-05,San Miguel,Ciudad,78,107,76
3986,2021-07-15,Sonsonate,Montaña,194,154,169
3987,2024-04-14,Usulutan,Playa,161,46,198
3988,2023-10-24,Usulutan,Playa,158,67,126
3989,2022-02-26,La Libertad,Playa,22,105,150
3990,2021-01-28,San Salvador,Montaña,192,138,51
3991,2022-05-03,San Salvador,Playa,41,86,176
3992,2024-09-27,San Salvador,Ciudad,123,45,111
3993,2022-03-30,Santa Ana,Rural,34,173,58
3994,2022-02-10,La Libertad,Ciudad,117,127,249
3995,2023-01-19,Ahuachapan,Montaña,84,28,189
3996,2022-11-28,Santa Ana,Montaña,55,147,107
3997,2023-12-03,Usulutan,Rural,83,145,228
3998,2022-01-02,Santa Ana,Playa,131,83,175
3999,2023-03-08,Sonsonate,Rural,108,71,54
4000,2021-01-12,Santa Ana,Rural,143,104,163
4001,2021-09-26,La Paz,Playa,55,163,105
4002,2021-12-11,Usulutan,Playa,23,21,172
4003,2022-07-13,San Salvador,Ciudad,120,174,234
4004,2021-04-15,La Libertad,Playa,85,23,67
4005,2023-10-31,Usulutan,Montaña,101,173,97
4006,2023-01-05,San Salvador,Playa,58,25,112
4007,2021-05-07,Santa Ana,Ciudad,159,80,242
4008,2021-09-23,San Miguel,Ciudad,141,12,82
4009,2024-11-04,Santa Ana,Ciudad,127,59,58
4010,2021-12-15,La Libertad,Playa,194,140,193
4011,2024-03-04,Santa Ana,Playa,26,19,169
4012,2022-11-01,La Libertad,Montaña,144,165,49
4013,2021-06-21,Ahuachapan,Ciudad,179,106,205
4014,2021-07-28,Sonsonate,Montaña,99,103,35
4015,2024-03-03,La Paz,Montaña,45,108,211
4016,2023-11-18,San Salvador,Ciudad,167,135,102
4017,2021-04-21,Santa Ana,Rural,90,116,43
4018,2024-05-03,La Libertad,Montaña,193,137,210
4019,2022-03-26,La Paz,Ciudad,131,147,228
4020,2022-02-28,Sonsonate,Montaña,49,35,237
4021,2021-04-25,La Libertad,Montaña,55,75,92
4022,2022-08-25,San Miguel,Montaña,133,145,164
4023,2024-09-26,San Salvador,Rural,134,107,93
4024,2022-07-27,La Libertad,Playa,169,7,248
4025,2022-05-14,Ahuachapan,Playa,144,113,248
4026,2021-08-20,Usulutan,Ciudad,42,175,109
4027,2021-02-03,La Paz,Playa,92,147,92
4028,2024-12-06,La Paz,Rural,34,132,101
4029,2023-11-04,Santa Ana,Playa,63,74,106
4030,2022-10-25,Santa Ana,Ciudad,99,141,239
4031,2022-05-17,La Paz,Ciudad,25,118,126
4032,2024-11-27,La Paz,Ciudad,84,161,206
4033,2021-01-28,San Salvador,Montaña,88,179,127
4034,2022-11-05,Usulutan,Ciudad,97,22,89
4035,2022-11-05,La Paz,Ciudad,97,131,117
4036,2022-01-05,San Miguel,Playa,55,90,55
4037,2023-09-24,San Miguel,Rural,61,151,137
4038,2024-04-10,La Libertad,Rural,135,123,145
4039,2022-05-11,San Salvador,Playa,129,71,136
4040,2023-08-17,La Libertad,Montaña,42,148,142
4041,2022-06-20,La Paz,Montaña,139,7,203
4042,2021-04-20,La Libertad,Rural,69,78,148
4043,2022-05-07,La Libertad,Rural,182,177,201
4044,2024-01-24,Ahuachapan,Playa,137,30,123
4045,2024-12-04,Usulutan,Playa,22,168,49
4046,2022-08-05,Santa Ana,Playa,40,28,101
4047,2022-06-30,Santa Ana,Montaña,35,73,190
4048,2022-05-15,Sonsonate,Montaña,126,76,237
4049,2024-10-15,Santa Ana,Rural,48,37,110
4050,2022-06-28,Ahuachapan,Montaña,174,143,194
4051,2023-06-20,Sonsonate,Ciudad,95,10,166
4052,2021-07-01,La Paz,Playa,93,136,216
4053,2021-06-27,San Miguel,Ciudad,103,134,174
4054,2022-04-19,Santa Ana,Rural,57,72,168
4055,2022-04-20,San Miguel,Rural,165,172,187
4056,2021-12-18,San Miguel,Playa,53,74,130
4057,2024-08-17,San Miguel,Rural,46,36,161
4058,2021-09-13,Ahuachapan,Ciudad,113,53,206
4059,2024-03-17,Sonsonate,Playa,184,17,92
4060,2022-05-20,San Salvador,Ciudad,151,174,121
4061,2021-01-18,Sonsonate,Rural,134,8,90
4062,2022-12-19,San Salvador,Montaña,176,93,100
4063,2023-10-20,Usulutan,Ciudad,129,89,208
4064,2021-09-10,San Salvador,Rural,38,82,152
4065,2021-11-08,San Salvador,Playa,45,151,93
4066,2024-05-29,San Salvador,Ciudad,108,160,40
4067,2021-07-22,Ahuachapan,Playa,115,44,65
4068,2022-09-18,San Miguel,Playa,183,159,187
4069,2022-09-15,Usulutan,Playa,57,81,73
4070,2024-07-09,La Libertad,Rural,197,179,242
4071,2022-08-30,San Miguel,Ciudad,108,179,125
4072,2024-10-18,San Salvador,Rural,178,28,243
4073,2021-08-21,La Libertad,Playa,188,114,92
4074,2021-04-17,Ahuachapan,Playa,27,115,232
4075,2022-11-20,La Libertad,Rural,90,89,154
4076,2021-07-12,La Libertad,Ciudad,56,32,151
4077,2021-02-05,Usulutan,Montaña,94,176,184
4078,2024-06-23,Santa Ana,Playa,88,136,233
4079,2021-07-15,Sonsonate,Playa,150,91,136
4080,2021-11-12,Sonsonate,Ciudad,127,151,73
4081,2024-07-30,Ahuachapan,Ciudad,126,71,214
4082,2022-07-26,San Miguel,Ciudad,91,108,57
4083,2023-03-24,La Paz,Rural,21,128,204
4084,2023-12-07,La Libertad,Montaña,107,34,245
4085,2021-03-13,San Salvador,Montaña,76,82,237
4086,2021-09-08,La Paz,Ciudad,135,125,245
4087,2021-03-29,Sonsonate,Montaña,66,114,235
4088,2022-02-18,Usulutan,Rural,58,49,73
4089,2022-02-07,Sonsonate,Ciudad,77,46,186
4090,2024-12-01,San Salvador,Rural,101,96,182
4091,2023-06-07,Sonsonate,Montaña,147,142,180
4092,2021-07-26,Sonsonate,Montaña,26,132,202
4093,2024-02-06,Santa Ana,Montaña,113,67,170
4094,2021-03-20,La Libertad,Montaña,169,113,87
4095,2024-07-05,Sonsonate,Rural,137,147,45
4096,2023-03-09,San Salvador,Playa,67,110,94
4097,2021-10-16,Santa Ana,Montaña,58,27,42
4098,2021-06-22,San Salvador,Ciudad,21,36,134
4099,2024-07-29,Ahuachapan,Rural,51,154,153
4100,2023-12-08,San Miguel,Playa,156,151,155
4101,2022-08-02,La Paz,Montaña,182,64,239
4102,2024-02-28,San Salvador,Ciudad,169,47,163
4103,2023-07-26,La Libertad,Montaña,193,70,144
4104,2023-03-04,Usulutan,Rural,158,120,202
4105,2021-02-12,Ahuachapan,Montaña,104,107,125
4106,2024-05-07,Ahuachapan,Rural,145,152,107
4107,2023-03-01,Sonsonate,Montaña,95,90,233
4108,2021-03-18,La Paz,Rural,50,8,104
4109,2021-03-20,Usulutan,Ciudad,162,60,243
4110,2022-01-14,La Paz,Playa,26,22,75
4111,2022-12-08,San Miguel,Playa,127,152,79
4112,2022-02-18,Usulutan,Playa,115,76,175
4113,2024-08-06,San Miguel,Ciudad,157,32,212
4114,2023-09-13,Ahuachapan,Playa,71,121,60
4115,2021-11-12,Sonsonate,Ciudad,64,56,107
4116,2022-01-23,La Paz,Playa,198,82,192
4117,2024-10-03,Usulutan,Montaña,169,14,130
4118,2023-02-08,San Salvador,Ciudad,75,98,246
4119,2021-01-15,Santa Ana,Playa,129,8,49
4120,2022-08-06,San Miguel,Playa,101,71,95
4121,2021-09-19,La Libertad,Ciudad,184,129,133
4122,2023-04-25,La Libertad,Rural,36,37,242
4123,2022-11-04,La Paz,Rural,70,149,80
4124,2023-06-29,La Paz,Montaña,62,46,221
4125,2021-09-23,Ahuachapan,Ciudad,159,9,214
4126,2023-03-21,Usulutan,Montaña,41,12,141
4127,2022-05-29,San Miguel,Montaña,23,109,159
4128,2021-03-30,San Miguel,Montaña,22,25,80
4129,2023-06-16,Ahuachapan,Ciudad,62,76,235
4130,2024-05-23,San Miguel,Playa,36,32,187
4131,2024-01-23,Usulutan,Rural,25,165,163
4132,2023-06-11,Ahuachapan,Playa,144,129,117
4133,2024-03-11,San Miguel,Montaña,184,55,239
4134,2021-01-29,Usulutan,Montaña,61,67,45
4135,2021-04-07,San Miguel,Montaña,20,164,81
4136,2024-07-27,La Libertad,Montaña,141,104,38
4137,2021-10-07,San Miguel,Ciudad,156,147,241
4138,2021-09-25,Usulutan,Playa,121,133,74
4139,2022-11-13,Santa Ana,Montaña,147,104,174
4140,2023-01-25,San Salvador,Ciudad,47,138,57
4141,2024-03-21,Santa Ana,Ciudad,114,63,103
4142,2023-07-19,Santa Ana,Montaña,130,21,121
4143,2021-05-27,Ahuachapan,Rural,192,158,177
4144,2021-06-17,San Salvador,Montaña,176,132,39
4145,2022-10-17,La Libertad,Montaña,66,151,40
4146,2023-01-15,La Paz,Rural,107,95,48
4147,2024-06-03,Ahuachapan,Playa,35,166,110
4148,2024-08-29,San Salvador,Playa,172,161,93
4149,2023-09-29,La Libertad,Rural,56,134,243
4150,2024-07-18,Ahuachapan,Ciudad,126,42,90
4151,2022-03-08,La Libertad,Montaña,27,87,76
4152,2022-10-27,Usulutan,Playa,190,62,233
4153,2024-05-17,Usulutan,Montaña,32,174,119
4154,2022-11-30,La Paz,Playa,30,6,143
4155,2023-09-06,La Libertad,Playa,115,148,43
4156,2023-07-13,Sonsonate,Playa,113,16,169
4157,2022-12-29,Usulutan,Montaña,21,38,97
4158,2021-05-06,La Paz,Ciudad,157,65,172
4159,2024-04-12,Usulutan,Montaña,75,67,155
4160,2024-07-09,La Paz,Ciudad,115,52,147
4161,2021-05-10,San Salvador,Montaña,67,146,180
4162,2023-08-03,Santa Ana,Playa,140,60,126
4163,2023-12-30,Santa Ana,Rural,182,162,162
4164,2023-11-16,Ahuachapan,Ciudad,93,71,37
4165,2023-03-05,La Paz,Montaña,199,108,118
4166,2023-02-01,Sonsonate,Playa,24,15,206
4167,2021-01-11,Usulutan,Playa,197,78,177
4168,2021-09-06,Ahuachapan,Rural,138,42,63
4169,2021-05-18,Santa Ana,Montaña,56,116,240
4170,2023-06-09,La Libertad,Ciudad,62,137,193
4171,2023-05-09,La Paz,Ciudad,177,99,134
4172,2021-10-11,Sonsonate,Montaña,131,145,82
4173,2022-10-17,San Salvador,Ciudad,43,170,190
4174,2021-01-27,San Salvador,Rural,115,34,91
4175,2023-08-19,Usulutan,Playa,95,76,38
4176,2023-11-30,Ahuachapan,Ciudad,108,160,209
4177,2024-04-14,San Miguel,Ciudad,43,114,173
4178,2022-12-28,San Salvador,Ciudad,82,98,213
4179,2024-05-21,Santa Ana,Playa,32,179,241
4180,2022-11-08,Usulutan,Playa,194,24,113
4181,2022-02-04,Usulutan,Ciudad,171,114,223
4182,2022-01-03,Usulutan,Ciudad,62,108,156
4183,2024-12-16,La Libertad,Rural,143,143,48
4184,2022-09-18,Ahuachapan,Playa,123,33,164
4185,2021-02-08,Sonsonate,Ciudad,177,147,99
4186,2022-02-11,Usulutan,Ciudad,108,112,184
4187,2021-07-05,Santa Ana,Rural,172,83,91
4188,2023-01-21,San Miguel,Ciudad,196,159,228
4189,2021-09-05,Santa Ana,Rural,161,112,99
4190,2023-04-21,La Paz,Rural,60,122,45
4191,2024-10-06,Sonsonate,Ciudad,148,25,155
4192,2021-12-30,Santa Ana,Ciudad,79,63,127
4193,2024-02-01,San Miguel,Playa,95,85,35
4194,2021-10-31,San Salvador,Rural,41,104,176
4195,2022-04-06,La Paz,Ciudad,80,165,69
4196,2024-09-04,San Salvador,Ciudad,116,59,165
4197,2023-04-09,Usulutan,Ciudad,94,7,215
4198,2023-08-27,San Miguel,Rural,169,43,136
4199,2022-10-23,Santa Ana,Montaña,88,112,64
4200,2022-03-10,La Paz,Montaña,23,139,69
4201,2024-04-01,San Salvador,Playa,78,110,88
4202,2023-06-13,Sonsonate,Playa,63,155,225
4203,2022-05-27,San Miguel,Montaña,164,131,88
4204,2022-05-16,San Miguel,Rural,26,149,169
4205,2024-07-27,San Miguel,Montaña,100,110,198
4206,2023-07-14,San Salvador,Playa,174,12,196
4207,2023-06-11,Ahuachapan,Ciudad,78,113,231
4208,2024-05-08,Usulutan,Playa,104,36,141
4209,2021-02-21,Santa Ana,Montaña,38,92,50
4210,2023-11-10,Santa Ana,Ciudad,84,164,44
4211,2023-01-04,La Libertad,Montaña,166,85,203
4212,2021-05-27,San Miguel,Rural,62,105,84
4213,2024-04-08,San Miguel,Ciudad,174,122,82
4214,2022-06-02,La Paz,Rural,40,53,233
4215,2023-03-18,Ahuachapan,Rural,130,54,120
4216,2021-06-06,Santa Ana,Playa,116,110,161
4217,2023-03-25,Sonsonate,Playa,196,95,239
4218,2023-04-17,La Paz,Rural,64,42,104
