id_visita_parque,fecha,parque,pais_origen,gasto_estimado
11028,2024-01-22,Cerro Verde,Costa Rica,41
11029,2021-08-13,Sunset Park,Estados Unidos,58
11030,2022-06-22,Sunset Park,Guatemala,48
11031,2024-06-27,Puerta del Diablo,Nicaragua,79
11032,2023-01-30,Amulapa,Costa Rica,56
11033,2021-01-25,Amulapa,Mexico,36
11034,2022-03-19,Amulapa,Honduras,58
11035,2022-11-10,Puerta del Diablo,Canada,5
11036,2023-07-27,Balboa,Canada,43
11037,2022-10-24,Balboa,Costa Rica,66
11038,2024-11-10,Amulapa,Guatemala,33
11039,2022-11-30,Cerro Verde,España,77
11040,2021-05-19,Balboa,Honduras,66
11041,2023-09-04,Balboa,Estados Unidos,39
11042,2023-07-26,Cerro Verde,Canada,42
11043,2021-08-08,Balboa,Mexico,74
11044,2021-05-12,Sunset Park,Canada,79
11045,2022-10-29,Puerta del Diablo,Honduras,53
11046,2024-12-24,Sunset Park,Nicaragua,10
11047,2021-03-07,Apulo,Honduras,31
11048,2023-09-30,Amulapa,Canada,60
11049,2023-01-10,Amulapa,Guatemala,79
11050,2022-01-24,Sunset Park,Canada,30
11051,2024-12-06,Amulapa,Mexico,48
11052,2021-09-22,Apulo,Costa Rica,71
11053,2022-01-16,Sunset Park,Honduras,68
11054,2024-04-24,Balboa,España,25
11055,2021-09-05,Apulo,Mexico,30
11056,2023-10-17,Cerro Verde,Canada,31
11057,2023-04-01,Cerro Verde,Estados Unidos,24
11058,2021-11-03,Sunset Park,Guatemala,29
11059,2023-08-01,Sunset Park,España,46
11060,2022-03-01,Sunset Park,Honduras,15
11061,2022-02-03,Puerta del Diablo,Guatemala,75
11062,2023-03-26,Puerta del Diablo,Mexico,45
11063,2021-02-01,Balboa,Nicaragua,72
11064,2023-12-17,Sunset Park,Estados Unidos,61
11065,2024-02-11,Puerta del Diablo,España,47
11066,2024-02-19,Amulapa,Estados Unidos,70
11067,2022-07-15,Balboa,Guatemala,18
11068,2023-06-07,Cerro Verde,Canada,71
11069,2024-04-16,Apulo,Honduras,31
11070,2022-12-09,Balboa,Nicaragua,70
11071,2021-10-31,Apulo,España,75
11072,2022-08-13,Apulo,Costa Rica,54
11073,2022-06-02,Apulo,Guatemala,56
11074,2021-11-19,Puerta del Diablo,Nicaragua,53
11075,2024-12-20,Balboa,Honduras,58
11076,2021-05-06,Balboa,Estados Unidos,34
11077,2023-08-30,Cerro Verde,Nicaragua,54
11078,2024-12-03,Balboa,Mexico,73
11079,2021-09-09,Amulapa,Honduras,47
11080,2021-12-13,Sunset Park,Costa Rica,39
11081,2023-01-09,Cerro Verde,Canada,25
11082,2021-06-26,Cerro Verde,Honduras,44
11083,2024-04-01,Cerro Verde,Guatemala,72
11084,2021-05-15,Cerro Verde,Guatemala,30
11085,2024-02-05,Cerro Verde,Mexico,48
11086,2022-10-13,Amulapa,España,63
11087,2024-02-03,Amulapa,Honduras,66
11088,2024-03-04,Balboa,Guatemala,11
11089,2023-08-21,Balboa,Nicaragua,45
11090,2022-04-16,Puerta del Diablo,Estados Unidos,6
11091,2024-05-28,Balboa,Honduras,59
11092,2022-09-20,Puerta del Diablo,Mexico,64
11093,2023-02-11,Puerta del Diablo,Costa Rica,10
11094,2022-05-19,Sunset Park,Nicaragua,74
11095,2023-12-11,Cerro Verde,Honduras,67
11096,2021-10-26,Sunset Park,Estados Unidos,62
11097,2023-12-05,Cerro Verde,Guatemala,34
11098,2023-12-03,Puerta del Diablo,Costa Rica,79
11099,2022-10-10,Puerta del Diablo,Mexico,64
11100,2024-04-16,Balboa,Estados Unidos,66
11101,2024-01-29,Apulo,España,10
11102,2022-03-20,Cerro Verde,Guatemala,76
11103,2024-08-04,Apulo,Estados Unidos,20
11104,2021-02-06,Puerta del Diablo,España,11
11105,2022-05-13,Cerro Verde,Canada,53
11106,2021-12-22,Puerta del Diablo,Honduras,12
11107,2022-01-14,Balboa,Guatemala,13
11108,2021-06-15,Puerta del Diablo,Guatemala,57
11109,2022-09-02,Apulo,Nicaragua,72
11110,2022-04-23,Apulo,Estados Unidos,27
11111,2023-07-12,Balboa,Costa Rica,43
11112,2022-03-11,Balboa,Mexico,63
11113,2021-07-10,Puerta del Diablo,Guatemala,47
11114,2023-05-16,Puerta del Diablo,Guatemala,13
11115,2021-12-01,Apulo,Costa Rica,27
11116,2023-08-07,Balboa,Estados Unidos,62
11117,2021-01-07,Apulo,Nicaragua,78
11118,2024-06-10,Amulapa,Honduras,46
11119,2024-04-13,Balboa,Mexico,46
11120,2023-09-22,Sunset Park,Costa Rica,23
11121,2023-10-29,Sunset Park,Guatemala,49
11122,2021-03-28,Sunset Park,España,14
11123,2024-12-09,Amulapa,Guatemala,68
11124,2022-10-28,Balboa,Nicaragua,38
11125,2024-09-21,Cerro Verde,Mexico,5
11126,2024-08-15,Sunset Park,Estados Unidos,47
11127,2021-02-19,Amulapa,Guatemala,54
11128,2021-07-02,Apulo,Estados Unidos,49
11129,2024-03-18,Sunset Park,Nicaragua,55
11130,2021-11-06,Apulo,Costa Rica,13
11131,2021-02-20,Puerta del Diablo,España,15
11132,2023-02-12,Amulapa,Guatemala,57
11133,2024-08-24,Balboa,Honduras,41
11134,2021-09-14,Puerta del Diablo,Costa Rica,15
11135,2024-07-13,Puerta del Diablo,Guatemala,33
11136,2021-07-25,Sunset Park,España,51
11137,2021-06-17,Apulo,Canada,14
11138,2024-10-17,Amulapa,Canada,48
11139,2021-07-17,Amulapa,Honduras,6
11140,2023-06-08,Sunset Park,España,11
11141,2021-04-16,Amulapa,Estados Unidos,64
11142,2021-03-07,Balboa,España,59
11143,2023-07-02,Apulo,Costa Rica,68
11144,2023-05-07,Amulapa,Estados Unidos,8
11145,2024-08-01,Cerro Verde,Honduras,44
11146,2023-04-23,Apulo,Estados Unidos,74
11147,2023-04-05,Sunset Park,Mexico,58
11148,2024-10-27,Puerta del Diablo,Canada,32
11149,2023-02-16,Amulapa,Canada,6
11150,2021-05-01,Puerta del Diablo,Guatemala,47
11151,2022-11-05,Amulapa,Nicaragua,23
11152,2023-09-21,Cerro Verde,Mexico,50
11153,2024-06-10,Cerro Verde,Mexico,20
11154,2022-02-23,Amulapa,España,37
11155,2022-08-30,Balboa,Canada,32
11156,2022-08-22,Cerro Verde,Nicaragua,35
11157,2023-07-23,Balboa,Costa Rica,65
11158,2023-12-15,Amulapa,Estados Unidos,46
11159,2022-12-06,Balboa,Estados Unidos,75
11160,2021-11-08,Balboa,Nicaragua,32
11161,2022-11-18,Amulapa,Canada,31
11162,2023-12-17,Apulo,Mexico,30
11163,2021-06-12,Apulo,Guatemala,62
11164,2023-12-20,Puerta del Diablo,Canada,65
11165,2021-05-11,Sunset Park,Mexico,14
11166,2024-05-04,Apulo,Costa Rica,30
11167,2024-08-17,Apulo,Guatemala,75
11168,2022-08-02,Sunset Park,España,76
11169,2023-08-21,Puerta del Diablo,Guatemala,41
11170,2024-11-25,Balboa,España,8
11171,2023-11-28,Sunset Park,Estados Unidos,77
11172,2023-03-26,Amulapa,Guatemala,61
11173,2023-08-19,Amulapa,Honduras,26
11174,2022-10-03,Puerta del Diablo,Honduras,49
11175,2021-01-11,Apulo,Mexico,60
11176,2022-07-28,Balboa,Mexico,15
11177,2022-10-07,Balboa,Honduras,23
11178,2023-03-19,Puerta del Diablo,Mexico,22
11179,2021-10-16,Apulo,Estados Unidos,16
11180,2023-07-23,Sunset Park,Canada,27
11181,2023-06-14,Balboa,Honduras,64
11182,2024-10-13,Cerro Verde,España,44
11183,2023-09-06,Balboa,Costa Rica,64
11184,2023-11-20,Cerro Verde,Costa Rica,48
11185,2021-09-10,Balboa,Nicaragua,58
11186,2022-02-21,Amulapa,Costa Rica,58
11187,2024-02-25,Puerta del Diablo,Estados Unidos,71
11188,2022-05-01,Amulapa,Mexico,55
11189,2021-12-07,Apulo,Honduras,22
11190,2022-03-28,Sunset Park,Mexico,10
11191,2023-10-16,Sunset Park,España,55
11192,2023-10-20,Amulapa,España,78
11193,2023-10-10,Puerta del Diablo,Mexico,78
11194,2023-07-07,Apulo,Mexico,41
11195,2023-09-09,Sunset Park,Mexico,12
11196,2023-03-02,Puerta del Diablo,Nicaragua,75
11197,2023-07-07,Balboa,Guatemala,54
11198,2023-08-15,Amulapa,España,65
11199,2021-02-05,Puerta del Diablo,Estados Unidos,51
11200,2023-02-03,Cerro Verde,Nicaragua,24
11201,2021-05-09,Balboa,España,75
11202,2024-09-17,Amulapa,Mexico,5
11203,2023-09-19,Apulo,España,28
11204,2024-09-08,Apulo,Costa Rica,58
11205,2023-09-06,Balboa,Canada,57
11206,2022-08-28,Puerta del Diablo,Canada,57
11207,2021-12-03,Cerro Verde,Honduras,77
11208,2022-03-11,Apulo,Mexico,78
11209,2021-10-05,Sunset Park,España,68
11210,2022-10-10,Puerta del Diablo,Honduras,71
11211,2023-07-28,Sunset Park,Estados Unidos,46
11212,2023-01-14,Apulo,Guatemala,49
11213,2021-07-03,Apulo,Mexico,12
11214,2022-02-09,Apulo,España,51
11215,2022-10-09,Puerta del Diablo,Guatemala,25
11216,2023-12-24,Cerro Verde,Canada,59
11217,2024-06-05,Balboa,Estados Unidos,63
11218,2022-05-13,Puerta del Diablo,Nicaragua,50
11219,2024-11-22,Cerro Verde,Mexico,15
11220,2024-11-24,Sunset Park,Canada,41
11221,2024-03-12,Amulapa,Nicaragua,62
11222,2023-02-12,Puerta del Diablo,España,58
11223,2023-06-20,Cerro Verde,España,24
11224,2023-03-24,Apulo,España,23
11225,2024-10-11,Cerro Verde,Estados Unidos,72
11226,2023-09-14,Amulapa,Nicaragua,7
11227,2023-10-16,Cerro Verde,Canada,53
11228,2022-05-14,Apulo,Nicaragua,60
11229,2024-11-22,Amulapa,Honduras,17
11230,2021-04-20,Balboa,Honduras,75
11231,2021-11-17,Balboa,Costa Rica,11
11232,2022-04-19,Cerro Verde,Canada,67
11233,2022-11-15,Sunset Park,España,68
11234,2024-06-14,Amulapa,Costa Rica,66
11235,2024-08-08,Cerro Verde,Honduras,6
11236,2021-10-01,Sunset Park,España,56
11237,2024-05-23,Apulo,Costa Rica,51
11238,2024-09-13,Balboa,Costa Rica,48
11239,2024-04-16,Apulo,Mexico,59
11240,2021-04-03,Balboa,Canada,25
11241,2021-02-13,Amulapa,Estados Unidos,52
11242,2022-11-29,Balboa,Honduras,76
11243,2021-12-06,Puerta del Diablo,España,53
11244,2024-05-17,Puerta del Diablo,Canada,18
11245,2023-03-23,Puerta del Diablo,Estados Unidos,72
11246,2022-05-28,Apulo,España,8
11247,2023-04-19,Cerro Verde,Costa Rica,28
11248,2024-01-07,Puerta del Diablo,Costa Rica,24
11249,2024-07-05,Sunset Park,Canada,58
11250,2021-09-21,Apulo,Estados Unidos,38
11251,2022-05-23,Amulapa,Estados Unidos,27
11252,2023-01-02,Apulo,Estados Unidos,76
11253,2021-05-18,Puerta del Diablo,Honduras,72
11254,2021-09-22,Balboa,Nicaragua,41
11255,2024-07-10,Puerta del Diablo,Estados Unidos,23
11256,2024-04-01,Amulapa,Mexico,34
11257,2024-04-02,Puerta del Diablo,Mexico,29
11258,2022-04-03,Cerro Verde,Mexico,49
11259,2021-09-15,Cerro Verde,Guatemala,12
11260,2023-11-13,Balboa,Nicaragua,22
11261,2023-01-16,Cerro Verde,España,17
11262,2024-09-25,Cerro Verde,España,64
11263,2022-04-16,Apulo,Estados Unidos,22
11264,2021-08-02,Amulapa,Estados Unidos,30
11265,2023-05-03,Cerro Verde,Honduras,19
11266,2024-10-25,Puerta del Diablo,Costa Rica,50
11267,2024-07-29,Sunset Park,Costa Rica,55
11268,2023-10-20,Puerta del Diablo,Canada,57
11269,2023-10-02,Cerro Verde,Nicaragua,47
11270,2021-12-18,Puerta del Diablo,Nicaragua,12
11271,2024-07-26,Puerta del Diablo,Mexico,30
11272,2022-08-13,Puerta del Diablo,España,16
11273,2022-09-29,Cerro Verde,España,52
11274,2024-08-02,Apulo,Estados Unidos,10
11275,2024-09-04,Apulo,Nicaragua,67
11276,2023-03-10,Sunset Park,España,13
11277,2021-07-30,Sunset Park,Nicaragua,13
11278,2024-12-20,Cerro Verde,Mexico,51
11279,2024-02-20,Apulo,Canada,39
11280,2024-10-29,Amulapa,España,65
11281,2022-08-23,Balboa,Costa Rica,42
11282,2023-05-18,Sunset Park,Canada,34
11283,2022-07-21,Apulo,Canada,25
11284,2023-03-26,Apulo,Estados Unidos,24
11285,2021-04-06,Apulo,Canada,27
11286,2024-02-27,Puerta del Diablo,Costa Rica,28
11287,2021-11-08,Sunset Park,Mexico,79
11288,2021-09-24,Cerro Verde,Mexico,14
11289,2022-08-27,Cerro Verde,Mexico,41
11290,2021-01-25,Cerro Verde,Mexico,18
11291,2022-03-03,Puerta del Diablo,Estados Unidos,68
11292,2022-01-15,Apulo,Honduras,58
11293,2024-06-14,Apulo,Canada,19
11294,2022-02-14,Balboa,Mexico,70
11295,2023-07-11,Puerta del Diablo,Estados Unidos,11
11296,2022-05-04,Sunset Park,España,60
11297,2024-02-12,Sunset Park,España,28
11298,2022-03-28,Sunset Park,Estados Unidos,6
11299,2021-07-06,Amulapa,Nicaragua,29
11300,2023-07-28,Apulo,Nicaragua,45
11301,2024-06-15,Amulapa,Canada,28
11302,2024-04-17,Puerta del Diablo,Honduras,23
11303,2023-07-28,Sunset Park,Canada,31
11304,2023-11-04,Amulapa,Guatemala,50
11305,2021-05-16,Apulo,España,6
11306,2022-07-08,Cerro Verde,España,36
11307,2022-04-16,Apulo,Estados Unidos,25
11308,2024-08-14,Cerro Verde,Honduras,7
11309,2022-11-06,Puerta del Diablo,España,47
11310,2022-07-18,Balboa,Nicaragua,19
11311,2023-03-24,Balboa,España,25
11312,2022-01-06,Sunset Park,Canada,12
11313,2022-12-23,Amulapa,Honduras,79
11314,2021-09-15,Amulapa,Estados Unidos,46
11315,2022-08-12,Cerro Verde,Canada,7
11316,2022-09-08,Cerro Verde,Costa Rica,16
11317,2024-12-26,Sunset Park,España,26
11318,2021-07-12,Puerta del Diablo,Honduras,33
11319,2021-05-17,Balboa,Nicaragua,71
11320,2021-02-17,Amulapa,Canada,34
11321,2023-10-06,Balboa,Nicaragua,16
11322,2021-07-18,Sunset Park,Costa Rica,42
11323,2021-02-19,Puerta del Diablo,Mexico,40
11324,2024-05-03,Balboa,España,35
11325,2023-10-04,Amulapa,Honduras,55
11326,2023-04-17,Amulapa,Guatemala,38
11327,2023-03-04,Cerro Verde,Guatemala,43
11328,2022-11-04,Balboa,España,18
11329,2023-02-01,Sunset Park,Nicaragua,7
11330,2022-10-14,Balboa,Costa Rica,69
11331,2023-07-03,Sunset Park,Honduras,57
11332,2022-01-03,Apulo,Canada,77
11333,2022-03-24,Amulapa,Estados Unidos,8
11334,2022-08-29,Amulapa,Guatemala,72
11335,2023-11-09,Puerta del Diablo,Guatemala,32
11336,2022-04-27,Balboa,Mexico,9
11337,2022-01-19,Apulo,Guatemala,71
11338,2022-02-16,Sunset Park,Costa Rica,41
11339,2024-12-02,Amulapa,Canada,66
11340,2023-01-15,Balboa,Mexico,14
11341,2021-11-16,Balboa,Costa Rica,70
11342,2021-06-26,Apulo,Honduras,64
11343,2022-08-24,Balboa,España,23
11344,2021-11-11,Apulo,Costa Rica,24
11345,2024-01-01,Apulo,Nicaragua,69
11346,2022-06-25,Puerta del Diablo,Nicaragua,25
11347,2023-01-13,Puerta del Diablo,Honduras,27
11348,2024-05-20,Sunset Park,España,19
11349,2024-07-05,Cerro Verde,España,69
11350,2024-09-01,Puerta del Diablo,Costa Rica,20
11351,2021-10-06,Amulapa,Nicaragua,24
11352,2024-08-24,Puerta del Diablo,España,22
11353,2023-10-11,Apulo,Canada,8
11354,2023-07-05,Apulo,Nicaragua,69
11355,2024-08-06,Apulo,Honduras,79
11356,2021-06-09,Cerro Verde,España,29
11357,2021-08-25,Puerta del Diablo,Estados Unidos,7
11358,2022-01-16,Balboa,Guatemala,5
11359,2024-10-29,Puerta del Diablo,Mexico,8
11360,2023-06-08,Sunset Park,Nicaragua,33
11361,2024-07-31,Amulapa,España,79
11362,2022-09-21,Cerro Verde,Honduras,47
11363,2021-06-08,Sunset Park,Estados Unidos,75
11364,2022-10-10,Apulo,Estados Unidos,50
11365,2023-06-27,Amulapa,Guatemala,75
11366,2023-01-08,Balboa,Costa Rica,13
11367,2022-08-06,Cerro Verde,Honduras,29
11368,2024-10-25,Amulapa,Canada,26
11369,2024-10-10,Cerro Verde,Nicaragua,23
11370,2022-11-27,Amulapa,Mexico,46
11371,2024-03-27,Amulapa,España,14
11372,2022-09-04,Balboa,Costa Rica,20
11373,2023-06-30,Amulapa,Canada,37
11374,2023-07-01,Sunset Park,Costa Rica,10
11375,2022-12-17,Puerta del Diablo,Honduras,77
11376,2021-09-03,Sunset Park,Canada,20
11377,2022-03-06,Balboa,Canada,15
11378,2021-05-08,Puerta del Diablo,Costa Rica,36
11379,2021-05-02,Cerro Verde,Mexico,32
11380,2024-02-08,Amulapa,Honduras,63
11381,2024-01-10,Balboa,España,60
11382,2024-04-04,Sunset Park,Guatemala,28
11383,2021-03-03,Balboa,Guatemala,62
11384,2022-11-13,Cerro Verde,Nicaragua,6
11385,2024-10-07,Amulapa,Mexico,46
11386,2021-03-20,Apulo,Costa Rica,56
11387,2021-01-25,Amulapa,España,54
11388,2023-01-10,Cerro Verde,Nicaragua,51
11389,2024-09-28,Cerro Verde,Honduras,56
11390,2022-04-27,Apulo,Estados Unidos,59
11391,2022-12-17,Balboa,Honduras,53
11392,2022-11-03,Apulo,Nicaragua,19
11393,2022-03-23,Cerro Verde,Guatemala,59
11394,2021-01-24,Amulapa,Nicaragua,78
11395,2021-10-06,Amulapa,Guatemala,21
11396,2024-12-17,Puerta del Diablo,Honduras,26
11397,2021-08-14,Puerta del Diablo,Estados Unidos,24
11398,2023-04-08,Sunset Park,Nicaragua,62
11399,2024-03-10,Sunset Park,Nicaragua,59
11400,2021-02-01,Cerro Verde,Costa Rica,23
11401,2024-05-11,Amulapa,Costa Rica,16
11402,2023-05-30,Balboa,Costa Rica,38
11403,2023-04-10,Apulo,Nicaragua,59
11404,2024-08-04,Balboa,Honduras,48
11405,2024-01-12,Balboa,Costa Rica,45
11406,2023-10-13,Apulo,Costa Rica,28
11407,2021-04-12,Puerta del Diablo,Costa Rica,40
11408,2022-09-09,Puerta del Diablo,Canada,24
11409,2024-08-15,Amulapa,Canada,29
11410,2023-03-14,Apulo,Canada,73
11411,2024-09-14,Apulo,España,57
11412,2023-10-21,Amulapa,Nicaragua,41
11413,2021-10-30,Puerta del Diablo,Guatemala,19
11414,2023-05-19,Amulapa,Honduras,25
11415,2021-05-03,Balboa,España,69
11416,2023-06-24,Apulo,España,41
11417,2021-12-01,Puerta del Diablo,Costa Rica,34
11418,2024-03-30,Apulo,Guatemala,64
11419,2021-10-16,Balboa,Estados Unidos,72
11420,2022-05-23,Puerta del Diablo,Costa Rica,40
11421,2024-08-27,Apulo,Estados Unidos,49
11422,2022-02-15,Apulo,Honduras,7
11423,2022-09-14,Cerro Verde,Guatemala,21
11424,2022-09-01,Cerro Verde,Estados Unidos,38
11425,2021-12-10,Balboa,Estados Unidos,16
11426,2022-10-08,Amulapa,Nicaragua,73
11427,2023-08-19,Balboa,Estados Unidos,22
11428,2023-10-21,Apulo,España,9
11429,2021-03-28,Puerta del Diablo,Nicaragua,15
11430,2024-11-16,Balboa,Mexico,75
11431,2022-03-24,Apulo,Nicaragua,9
11432,2023-07-14,Apulo,Mexico,74
11433,2022-06-14,Amulapa,España,38
11434,2024-12-12,Balboa,Costa Rica,15
11435,2023-10-05,Puerta del Diablo,Canada,42
11436,2021-07-19,Balboa,Nicaragua,21
11437,2022-07-23,Balboa,Canada,6
11438,2021-09-23,Amulapa,Estados Unidos,51
11439,2022-07-01,Apulo,Honduras,17
11440,2024-06-27,Balboa,Estados Unidos,44
11441,2024-01-17,Sunset Park,Nicaragua,53
11442,2023-06-23,Balboa,Canada,75
11443,2024-11-19,Amulapa,España,21
11444,2022-01-24,Apulo,Nicaragua,22
11445,2021-10-07,Balboa,Guatemala,18
11446,2021-10-19,Cerro Verde,Mexico,48
11447,2024-06-07,Apulo,España,70
11448,2021-06-07,Cerro Verde,Mexico,16
11449,2021-04-27,Cerro Verde,Guatemala,66
11450,2024-05-11,Puerta del Diablo,Honduras,16
11451,2023-07-23,Balboa,Mexico,65
11452,2022-11-10,Balboa,Canada,24
11453,2023-04-15,Balboa,Estados Unidos,43
11454,2022-09-08,Cerro Verde,Costa Rica,25
11455,2023-01-15,Sunset Park,Honduras,60
11456,2022-02-02,Amulapa,Mexico,19
11457,2024-01-19,Amulapa,Guatemala,21
11458,2024-08-31,Sunset Park,Honduras,77
11459,2024-09-15,Amulapa,Mexico,41
11460,2021-11-20,Sunset Park,Estados Unidos,9
11461,2022-12-18,Puerta del Diablo,Guatemala,55
11462,2024-12-09,Puerta del Diablo,Mexico,71
11463,2024-12-19,Cerro Verde,España,13
11464,2023-11-24,Apulo,Estados Unidos,15
11465,2024-01-18,Amulapa,Canada,39
11466,2021-07-13,Cerro Verde,Honduras,51
11467,2024-09-23,Apulo,Canada,20
11468,2023-04-30,Sunset Park,Nicaragua,70
11469,2023-05-24,Apulo,Honduras,10
11470,2022-04-16,Apulo,España,25
11471,2023-05-03,Amulapa,Costa Rica,6
11472,2021-09-14,Apulo,Nicaragua,54
11473,2022-09-30,Amulapa,Honduras,30
11474,2023-01-30,Balboa,Estados Unidos,48
11475,2021-10-12,Cerro Verde,Guatemala,37
11476,2024-04-29,Amulapa,Nicaragua,17
11477,2024-10-30,Puerta del Diablo,Honduras,8
11478,2022-07-02,Balboa,Honduras,45
11479,2022-04-06,Sunset Park,Costa Rica,54
11480,2023-06-18,Balboa,Canada,5
11481,2021-09-08,Cerro Verde,Honduras,56
11482,2022-04-18,Puerta del Diablo,Guatemala,43
11483,2023-07-21,Amulapa,Canada,75
11484,2021-10-28,Amulapa,Honduras,69
11485,2023-01-27,Amulapa,Mexico,36
11486,2024-03-31,Apulo,Costa Rica,35
11487,2021-01-22,Amulapa,Mexico,62
11488,2024-09-06,Sunset Park,Nicaragua,44
11489,2023-04-10,Sunset Park,España,70
11490,2021-05-03,Amulapa,Honduras,79
11491,2022-07-18,Apulo,Canada,24
11492,2022-06-22,Puerta del Diablo,Nicaragua,56
11493,2024-01-14,Puerta del Diablo,Canada,29
11494,2023-10-27,Cerro Verde,Costa Rica,36
11495,2021-07-05,Amulapa,Costa Rica,77
11496,2022-11-07,Sunset Park,Nicaragua,57
11497,2022-10-23,Cerro Verde,Guatemala,63
11498,2024-04-21,Apulo,Nicaragua,48
11499,2023-03-22,Amulapa,Honduras,36
11500,2021-09-27,Sunset Park,Honduras,6
11501,2023-03-04,Apulo,Costa Rica,6
11502,2021-08-27,Apulo,Estados Unidos,24
11503,2024-12-17,Amulapa,Costa Rica,67
11504,2023-08-21,Balboa,Nicaragua,61
11505,2024-06-08,Sunset Park,Guatemala,21
11506,2023-04-22,Puerta del Diablo,Honduras,67
11507,2022-08-05,Balboa,Nicaragua,41
11508,2022-11-24,Balboa,Honduras,16
11509,2022-10-14,Balboa,Canada,75
11510,2023-08-14,Amulapa,Honduras,73
11511,2022-07-31,Cerro Verde,España,57
11512,2023-08-17,Sunset Park,Guatemala,63
11513,2024-08-03,Cerro Verde,Costa Rica,65
11514,2021-08-02,Puerta del Diablo,España,36
11515,2023-09-21,Puerta del Diablo,Estados Unidos,25
11516,2021-06-24,Sunset Park,Canada,41
11517,2022-07-18,Sunset Park,Costa Rica,47
11518,2021-06-20,Balboa,Mexico,15
11519,2021-01-29,Sunset Park,Guatemala,56
11520,2024-11-30,Sunset Park,Guatemala,38
11521,2023-07-23,Balboa,Honduras,60
11522,2021-11-14,Puerta del Diablo,Estados Unidos,24
11523,2023-06-09,Sunset Park,Estados Unidos,8
11524,2024-05-16,Cerro Verde,Mexico,60
11525,2022-02-23,Puerta del Diablo,Estados Unidos,58
11526,2023-04-03,Puerta del Diablo,Nicaragua,23
11527,2022-04-03,Amulapa,Mexico,30
11528,2024-12-22,Apulo,Mexico,66
11529,2021-09-25,Cerro Verde,Mexico,9
11530,2024-12-11,Sunset Park,Costa Rica,45
11531,2022-07-03,Amulapa,Guatemala,42
11532,2023-05-06,Cerro Verde,Canada,75
11533,2024-08-30,Balboa,Canada,28
11534,2024-04-13,Amulapa,España,37
11535,2023-04-14,Sunset Park,Costa Rica,55
11536,2024-06-24,Puerta del Diablo,Mexico,49
11537,2022-04-11,Puerta del Diablo,Estados Unidos,65
11538,2023-02-27,Sunset Park,Nicaragua,26
11539,2022-05-04,Cerro Verde,Estados Unidos,33
11540,2023-09-05,Sunset Park,Canada,58
11541,2022-05-12,Sunset Park,Guatemala,34
11542,2024-07-28,Sunset Park,Costa Rica,40
11543,2022-04-04,Amulapa,Mexico,55
11544,2022-04-29,Puerta del Diablo,Estados Unidos,60
11545,2023-10-29,Apulo,Mexico,50
11546,2022-08-27,Cerro Verde,Guatemala,16
11547,2023-08-17,Sunset Park,Nicaragua,24
11548,2021-03-02,Apulo,España,30
11549,2023-04-23,Cerro Verde,Guatemala,54
11550,2022-12-25,Cerro Verde,Estados Unidos,29
11551,2024-05-30,Sunset Park,Guatemala,26
11552,2024-03-25,Cerro Verde,Estados Unidos,40
11553,2023-06-03,Apulo,Honduras,78
11554,2023-01-06,Balboa,Canada,12
11555,2021-02-25,Sunset Park,Estados Unidos,78
11556,2022-04-09,Sunset Park,Canada,28
11557,2022-10-07,Cerro Verde,Mexico,32
11558,2023-06-19,Balboa,España,35
11559,2021-03-05,Apulo,Costa Rica,41
11560,2024-11-22,Puerta del Diablo,Honduras,79
11561,2024-07-04,Balboa,Nicaragua,46
11562,2024-01-02,Cerro Verde,Mexico,32
11563,2021-01-31,Apulo,Estados Unidos,41
11564,2022-09-30,Cerro Verde,Honduras,69
11565,2023-06-27,Sunset Park,España,40
11566,2021-05-16,Cerro Verde,Mexico,16
11567,2021-05-31,Sunset Park,Nicaragua,31
11568,2023-08-19,Puerta del Diablo,Guatemala,15
11569,2022-03-25,Cerro Verde,Costa Rica,57
11570,2021-11-30,Amulapa,España,22
11571,2022-11-29,Apulo,España,58
11572,2023-01-13,Cerro Verde,Estados Unidos,63
11573,2023-01-11,Sunset Park,Honduras,70
11574,2023-01-18,Amulapa,Guatemala,53
11575,2021-08-08,Amulapa,Guatemala,67
11576,2024-02-16,Amulapa,Honduras,49
11577,2023-12-22,Amulapa,Costa Rica,76
11578,2024-10-08,Apulo,Honduras,41
11579,2023-10-24,Puerta del Diablo,Costa Rica,17
11580,2022-03-24,Apulo,España,50
11581,2022-05-13,Cerro Verde,Costa Rica,72
11582,2023-05-17,Apulo,Nicaragua,74
11583,2024-09-03,Sunset Park,Honduras,35
11584,2021-01-14,Balboa,Honduras,12
11585,2021-09-07,Amulapa,Guatemala,24
11586,2024-11-08,Balboa,Estados Unidos,54
11587,2024-04-07,Puerta del Diablo,Costa Rica,28
11588,2023-06-04,Puerta del Diablo,Guatemala,34
11589,2024-06-28,Apulo,Guatemala,14
11590,2024-02-17,Puerta del Diablo,Costa Rica,75
11591,2023-02-11,Cerro Verde,Guatemala,42
11592,2024-06-30,Apulo,Guatemala,49
11593,2022-08-06,Sunset Park,Estados Unidos,43
11594,2022-06-23,Sunset Park,España,13
11595,2021-03-10,Sunset Park,España,58
11596,2024-12-18,Apulo,Estados Unidos,63
11597,2023-01-04,Amulapa,Costa Rica,19
11598,2021-10-23,Cerro Verde,Mexico,61
11599,2022-05-04,Apulo,Mexico,33
11600,2022-06-22,Cerro Verde,Mexico,15
11601,2024-05-09,Amulapa,Guatemala,74
11602,2023-08-05,Apulo,Costa Rica,30
