id_visita_parque,fecha,parque,pais_origen,gasto_estimado,anio,mes,dia,trimestre,categoria_gasto
13049,2022-01-30,Balboa,Guatemala,72,2022,1,30,1,Alto
13050,2021-06-07,Sunset Park,Canada,53,2021,6,7,2,Medio
13051,2023-07-03,Balboa,Estados Unidos,61,2023,7,3,3,Alto
13052,2024-12-08,Puerta Del Diablo,Costa Rica,45,2024,12,8,4,Medio
13053,2022-06-14,Apulo,Guatemala,68,2022,6,14,2,Alto
13054,2024-04-24,Balboa,España,12,2024,4,24,2,Bajo
13055,2024-09-16,Puerta Del Diablo,Honduras,59,2024,9,16,3,Medio
13056,2023-11-09,Apulo,Costa Rica,46,2023,11,9,4,Medio
13057,2021-01-21,Puerta Del Diablo,Canada,55,2021,1,21,1,Medio
13058,2023-02-03,Apulo,Estados Unidos,17,2023,2,3,1,Bajo
13059,2023-01-18,Balboa,Honduras,31,2023,1,18,1,Medio
13060,2023-04-27,Apulo,Guatemala,44,2023,4,27,2,Medio
13061,2021-05-04,Amulapa,Honduras,28,2021,5,4,2,Bajo
13062,2022-07-05,Sunset Park,Estados Unidos,34,2022,7,5,3,Medio
13063,2022-11-08,Apulo,Honduras,41,2022,11,8,4,Medio
13064,2022-10-06,Balboa,Mexico,46,2022,10,6,4,Medio
13065,2024-07-20,Sunset Park,España,30,2024,7,20,3,Medio
13066,2023-03-04,Amulapa,Guatemala,76,2023,3,4,1,Alto
13067,2023-02-15,Sunset Park,Honduras,6,2023,2,15,1,Bajo
13068,2023-06-05,Amulapa,Mexico,46,2023,6,5,2,Medio
13069,2023-03-06,Apulo,Honduras,79,2023,3,6,1,Alto
13070,2021-06-08,Puerta Del Diablo,España,48,2021,6,8,2,Medio
13071,2022-08-07,Puerta Del Diablo,Honduras,16,2022,8,7,3,Bajo
13072,2021-10-08,Sunset Park,Honduras,28,2021,10,8,4,Bajo
13073,2023-04-08,Puerta Del Diablo,Costa Rica,25,2023,4,8,2,Bajo
13074,2021-03-14,Apulo,Estados Unidos,22,2021,3,14,1,Bajo
13075,2022-07-08,Amulapa,Honduras,48,2022,7,8,3,Medio
13076,2023-03-23,Apulo,Canada,52,2023,3,23,1,Medio
13077,2023-10-22,Sunset Park,Costa Rica,49,2023,10,22,4,Medio
13078,2021-08-10,Sunset Park,Guatemala,71,2021,8,10,3,Alto
13079,2024-02-11,Puerta Del Diablo,Nicaragua,31,2024,2,11,1,Medio
13080,2023-04-02,Puerta Del Diablo,Costa Rica,24,2023,4,2,2,Bajo
13081,2021-08-30,Balboa,Canada,60,2021,8,30,3,Alto
13082,2024-10-23,Cerro Verde,España,17,2024,10,23,4,Bajo
13083,2021-08-26,Cerro Verde,España,75,2021,8,26,3,Alto
13084,2022-07-08,Puerta Del Diablo,Honduras,73,2022,7,8,3,Alto
13085,2024-08-20,Sunset Park,Honduras,44,2024,8,20,3,Medio
13086,2021-08-26,Balboa,Costa Rica,11,2021,8,26,3,Bajo
13087,2022-08-03,Puerta Del Diablo,Mexico,22,2022,8,3,3,Bajo
13088,2024-04-24,Balboa,Canada,59,2024,4,24,2,Medio
13089,2023-07-25,Cerro Verde,Canada,52,2023,7,25,3,Medio
13090,2023-03-24,Cerro Verde,España,27,2023,3,24,1,Bajo
13091,2023-03-15,Puerta Del Diablo,Guatemala,76,2023,3,15,1,Alto
13092,2024-12-25,Puerta Del Diablo,Canada,14,2024,12,25,4,Bajo
13093,2021-01-03,Balboa,Mexico,36,2021,1,3,1,Medio
13094,2024-04-24,Puerta Del Diablo,Estados Unidos,62,2024,4,24,2,Alto
13095,2023-09-07,Apulo,Estados Unidos,63,2023,9,7,3,Alto
13096,2024-11-02,Puerta Del Diablo,Guatemala,56,2024,11,2,4,Medio
13097,2021-03-11,Cerro Verde,Canada,61,2021,3,11,1,Alto
13098,2021-10-04,Cerro Verde,Nicaragua,27,2021,10,4,4,Bajo
13099,2022-08-26,Balboa,Nicaragua,26,2022,8,26,3,Bajo
13100,2023-09-17,Puerta Del Diablo,Nicaragua,46,2023,9,17,3,Medio
13101,2022-03-15,Cerro Verde,Canada,38,2022,3,15,1,Medio
13102,2022-02-02,Apulo,Costa Rica,45,2022,2,2,1,Medio
13103,2022-03-07,Sunset Park,Mexico,49,2022,3,7,1,Medio
13104,2021-12-04,Puerta Del Diablo,Mexico,17,2021,12,4,4,Bajo
13105,2024-08-16,Apulo,Costa Rica,40,2024,8,16,3,Medio
13106,2023-01-06,Apulo,Estados Unidos,34,2023,1,6,1,Medio
13107,2024-01-26,Balboa,Nicaragua,25,2024,1,26,1,Bajo
13108,2023-12-24,Amulapa,Mexico,8,2023,12,24,4,Bajo
13109,2023-06-03,Amulapa,Guatemala,58,2023,6,3,2,Medio
13110,2024-07-03,Balboa,Honduras,14,2024,7,3,3,Bajo
13111,2024-02-17,Balboa,Mexico,40,2024,2,17,1,Medio
13112,2023-04-24,Sunset Park,España,63,2023,4,24,2,Alto
13113,2024-09-09,Cerro Verde,Canada,10,2024,9,9,3,Bajo
13114,2021-06-27,Balboa,Honduras,43,2021,6,27,2,Medio
13115,2022-09-04,Apulo,Costa Rica,68,2022,9,4,3,Alto
13116,2024-12-27,Sunset Park,Mexico,56,2024,12,27,4,Medio
13117,2023-05-25,Puerta Del Diablo,Canada,32,2023,5,25,2,Medio
13118,2022-12-16,Cerro Verde,Mexico,8,2022,12,16,4,Bajo
13119,2024-06-05,Apulo,Costa Rica,18,2024,6,5,2,Bajo
13120,2024-09-20,Balboa,Nicaragua,66,2024,9,20,3,Alto
13121,2024-05-24,Sunset Park,Honduras,35,2024,5,24,2,Medio
13122,2022-07-21,Amulapa,Costa Rica,25,2022,7,21,3,Bajo
13123,2021-10-16,Sunset Park,Canada,12,2021,10,16,4,Bajo
13124,2022-04-21,Amulapa,Guatemala,79,2022,4,21,2,Alto
13125,2021-09-17,Puerta Del Diablo,Guatemala,57,2021,9,17,3,Medio
13126,2024-05-12,Cerro Verde,España,31,2024,5,12,2,Medio
13127,2023-09-03,Puerta Del Diablo,Guatemala,48,2023,9,3,3,Medio
13128,2021-05-20,Cerro Verde,Guatemala,16,2021,5,20,2,Bajo
13129,2021-10-29,Puerta Del Diablo,Guatemala,38,2021,10,29,4,Medio
13130,2023-07-11,Apulo,Estados Unidos,76,2023,7,11,3,Alto
13131,2022-09-22,Cerro Verde,Nicaragua,75,2022,9,22,3,Alto
13132,2024-05-21,Apulo,Guatemala,11,2024,5,21,2,Bajo
13133,2021-03-10,Apulo,Canada,51,2021,3,10,1,Medio
13134,2023-10-09,Balboa,Mexico,18,2023,10,9,4,Bajo
13135,2021-05-19,Amulapa,Costa Rica,24,2021,5,19,2,Bajo
13136,2021-09-09,Amulapa,Honduras,79,2021,9,9,3,Alto
13137,2024-05-05,Cerro Verde,Honduras,62,2024,5,5,2,Alto
13138,2021-04-11,Sunset Park,Costa Rica,16,2021,4,11,2,Bajo
13139,2021-08-14,Balboa,Nicaragua,53,2021,8,14,3,Medio
13140,2021-05-06,Amulapa,Guatemala,41,2021,5,6,2,Medio
13141,2024-09-05,Balboa,Canada,73,2024,9,5,3,Alto
13142,2021-05-30,Apulo,Estados Unidos,67,2021,5,30,2,Alto
13143,2023-11-05,Cerro Verde,Costa Rica,61,2023,11,5,4,Alto
13144,2024-10-07,Apulo,Canada,34,2024,10,7,4,Medio
13145,2022-04-26,Puerta Del Diablo,España,7,2022,4,26,2,Bajo
13146,2023-12-28,Puerta Del Diablo,Estados Unidos,21,2023,12,28,4,Bajo
13147,2023-09-03,Sunset Park,España,55,2023,9,3,3,Medio
13148,2022-04-03,Cerro Verde,Canada,45,2022,4,3,2,Medio
13149,2023-05-27,Apulo,Guatemala,26,2023,5,27,2,Bajo
13150,2023-07-28,Apulo,Nicaragua,36,2023,7,28,3,Medio
13151,2024-06-02,Apulo,Honduras,16,2024,6,2,2,Bajo
13152,2021-11-28,Balboa,España,24,2021,11,28,4,Bajo
13153,2021-07-08,Puerta Del Diablo,España,61,2021,7,8,3,Alto
13154,2024-06-28,Amulapa,Guatemala,30,2024,6,28,2,Medio
13155,2024-09-20,Amulapa,Canada,36,2024,9,20,3,Medio
13156,2021-04-09,Cerro Verde,Honduras,48,2021,4,9,2,Medio
13157,2022-11-19,Sunset Park,España,65,2022,11,19,4,Alto
13158,2024-12-10,Amulapa,Honduras,39,2024,12,10,4,Medio
13159,2023-01-22,Balboa,Canada,36,2023,1,22,1,Medio
13160,2022-04-18,Sunset Park,Nicaragua,73,2022,4,18,2,Alto
13161,2022-12-10,Apulo,Costa Rica,63,2022,12,10,4,Alto
13162,2022-09-21,Amulapa,España,78,2022,9,21,3,Alto
13163,2023-06-04,Balboa,Canada,6,2023,6,4,2,Bajo
13164,2022-03-01,Apulo,Nicaragua,60,2022,3,1,1,Alto
13165,2021-07-25,Amulapa,Costa Rica,33,2021,7,25,3,Medio
13166,2022-03-08,Apulo,Canada,17,2022,3,8,1,Bajo
13167,2024-09-03,Puerta Del Diablo,Nicaragua,33,2024,9,3,3,Medio
13168,2021-07-17,Sunset Park,Mexico,30,2021,7,17,3,Medio
13169,2021-02-28,Apulo,Honduras,31,2021,2,28,1,Medio
13170,2024-08-16,Cerro Verde,Mexico,46,2024,8,16,3,Medio
13171,2024-05-28,Amulapa,Guatemala,28,2024,5,28,2,Bajo
13172,2024-06-29,Apulo,Canada,79,2024,6,29,2,Alto
13173,2023-06-19,Sunset Park,Costa Rica,78,2023,6,19,2,Alto
13174,2024-05-07,Sunset Park,Costa Rica,7,2024,5,7,2,Bajo
13175,2021-09-06,Cerro Verde,España,39,2021,9,6,3,Medio
13176,2023-02-13,Cerro Verde,Mexico,13,2023,2,13,1,Bajo
13177,2024-02-04,Puerta Del Diablo,España,30,2024,2,4,1,Medio
13178,2024-08-30,Sunset Park,Estados Unidos,67,2024,8,30,3,Alto
13179,2022-04-22,Amulapa,Honduras,20,2022,4,22,2,Bajo
13180,2022-10-02,Puerta Del Diablo,Costa Rica,8,2022,10,2,4,Bajo
13181,2024-01-21,Cerro Verde,Honduras,68,2024,1,21,1,Alto
13182,2021-03-24,Cerro Verde,Canada,78,2021,3,24,1,Alto
13183,2021-03-19,Balboa,Mexico,32,2021,3,19,1,Medio
13184,2021-04-20,Apulo,Canada,14,2021,4,20,2,Bajo
13185,2023-10-20,Puerta Del Diablo,Honduras,30,2023,10,20,4,Medio
13186,2023-11-03,Balboa,Guatemala,73,2023,11,3,4,Alto
13187,2023-11-19,Balboa,España,54,2023,11,19,4,Medio
13188,2024-08-13,Balboa,Nicaragua,68,2024,8,13,3,Alto
13189,2022-05-29,Amulapa,Mexico,52,2022,5,29,2,Medio
13190,2021-03-07,Cerro Verde,Honduras,57,2021,3,7,1,Medio
13191,2024-02-27,Balboa,Nicaragua,68,2024,2,27,1,Alto
13192,2021-08-08,Apulo,Costa Rica,26,2021,8,8,3,Bajo
13193,2022-11-08,Balboa,Estados Unidos,76,2022,11,8,4,Alto
13194,2024-02-08,Sunset Park,Estados Unidos,77,2024,2,8,1,Alto
13195,2023-11-14,Amulapa,Canada,32,2023,11,14,4,Medio
13196,2021-06-26,Balboa,Costa Rica,11,2021,6,26,2,Bajo
13197,2022-12-01,Cerro Verde,España,23,2022,12,1,4,Bajo
13198,2024-02-10,Cerro Verde,Mexico,47,2024,2,10,1,Medio
13199,2021-12-15,Sunset Park,Costa Rica,19,2021,12,15,4,Bajo
13200,2024-06-29,Sunset Park,Nicaragua,29,2024,6,29,2,Bajo
13201,2022-09-22,Sunset Park,Canada,52,2022,9,22,3,Medio
13202,2022-07-04,Cerro Verde,Estados Unidos,56,2022,7,4,3,Medio
13203,2023-01-04,Apulo,Mexico,70,2023,1,4,1,Alto
13204,2023-09-09,Balboa,Costa Rica,36,2023,9,9,3,Medio
13205,2024-02-29,Amulapa,Costa Rica,42,2024,2,29,1,Medio
13206,2021-06-06,Sunset Park,Mexico,38,2021,6,6,2,Medio
13207,2024-08-03,Balboa,España,52,2024,8,3,3,Medio
13208,2022-08-29,Amulapa,Estados Unidos,76,2022,8,29,3,Alto
13209,2023-05-11,Balboa,Honduras,5,2023,5,11,2,Bajo
13210,2023-07-16,Amulapa,Guatemala,12,2023,7,16,3,Bajo
13211,2023-05-06,Amulapa,Costa Rica,45,2023,5,6,2,Medio
13212,2024-10-16,Puerta Del Diablo,Honduras,54,2024,10,16,4,Medio
13213,2024-03-20,Balboa,Guatemala,42,2024,3,20,1,Medio
13214,2021-06-25,Puerta Del Diablo,Nicaragua,75,2021,6,25,2,Alto
13215,2024-04-04,Cerro Verde,Canada,56,2024,4,4,2,Medio
13216,2022-09-26,Balboa,Costa Rica,55,2022,9,26,3,Medio
13217,2022-11-05,Apulo,Estados Unidos,35,2022,11,5,4,Medio
13218,2021-06-02,Amulapa,Mexico,48,2021,6,2,2,Medio
13219,2021-09-11,Balboa,Canada,15,2021,9,11,3,Bajo
13220,2022-01-21,Apulo,Costa Rica,30,2022,1,21,1,Medio
13221,2022-11-12,Cerro Verde,Honduras,65,2022,11,12,4,Alto
13222,2023-08-12,Sunset Park,Costa Rica,25,2023,8,12,3,Bajo
13223,2024-01-25,Cerro Verde,Canada,27,2024,1,25,1,Bajo
13224,2021-12-30,Amulapa,Canada,37,2021,12,30,4,Medio
13225,2021-07-24,Amulapa,Nicaragua,36,2021,7,24,3,Medio
13226,2023-07-01,Cerro Verde,Costa Rica,27,2023,7,1,3,Bajo
13227,2022-08-25,Sunset Park,Canada,13,2022,8,25,3,Bajo
13228,2024-11-18,Apulo,Honduras,7,2024,11,18,4,Bajo
13229,2023-02-11,Sunset Park,Canada,31,2023,2,11,1,Medio
13230,2023-07-09,Puerta Del Diablo,Mexico,47,2023,7,9,3,Medio
13231,2021-08-17,Puerta Del Diablo,Mexico,42,2021,8,17,3,Medio
13232,2023-05-21,Cerro Verde,España,15,2023,5,21,2,Bajo
13233,2022-06-04,Amulapa,España,46,2022,6,4,2,Medio
13234,2021-05-14,Cerro Verde,Mexico,69,2021,5,14,2,Alto
13235,2023-09-21,Balboa,Nicaragua,69,2023,9,21,3,Alto
13236,2021-06-14,Cerro Verde,España,78,2021,6,14,2,Alto
13237,2023-10-20,Balboa,Canada,57,2023,10,20,4,Medio
13238,2021-04-07,Sunset Park,España,77,2021,4,7,2,Alto
13239,2022-01-19,Amulapa,Nicaragua,6,2022,1,19,1,Bajo
13240,2023-05-18,Amulapa,Nicaragua,49,2023,5,18,2,Medio
13241,2024-03-04,Sunset Park,Estados Unidos,25,2024,3,4,1,Bajo
13242,2022-03-11,Puerta Del Diablo,Estados Unidos,11,2022,3,11,1,Bajo
13243,2021-03-22,Puerta Del Diablo,Estados Unidos,7,2021,3,22,1,Bajo
13244,2023-09-07,Puerta Del Diablo,Costa Rica,6,2023,9,7,3,Bajo
13245,2023-11-18,Cerro Verde,Guatemala,79,2023,11,18,4,Alto
13246,2022-04-17,Balboa,Estados Unidos,45,2022,4,17,2,Medio
13247,2023-03-17,Sunset Park,España,59,2023,3,17,1,Medio
13248,2023-04-02,Sunset Park,Honduras,39,2023,4,2,2,Medio
13249,2024-08-25,Amulapa,Honduras,59,2024,8,25,3,Medio
13250,2022-11-07,Apulo,España,23,2022,11,7,4,Bajo
13251,2022-12-03,Sunset Park,Mexico,39,2022,12,3,4,Medio
13252,2021-03-03,Puerta Del Diablo,España,79,2021,3,3,1,Alto
13253,2023-10-08,Cerro Verde,Costa Rica,65,2023,10,8,4,Alto
13254,2022-01-26,Cerro Verde,Estados Unidos,33,2022,1,26,1,Medio
13255,2024-12-27,Apulo,Canada,66,2024,12,27,4,Alto
13256,2021-12-18,Sunset Park,Estados Unidos,23,2021,12,18,4,Bajo
13257,2024-09-21,Cerro Verde,Costa Rica,25,2024,9,21,3,Bajo
13258,2023-11-16,Amulapa,Mexico,37,2023,11,16,4,Medio
13259,2022-10-02,Apulo,Guatemala,23,2022,10,2,4,Bajo
13260,2022-09-11,Apulo,Honduras,25,2022,9,11,3,Bajo
13261,2021-06-07,Balboa,Costa Rica,47,2021,6,7,2,Medio
13262,2021-06-20,Balboa,Estados Unidos,48,2021,6,20,2,Medio
13263,2023-04-27,Amulapa,Nicaragua,72,2023,4,27,2,Alto
13264,2023-12-27,Apulo,Mexico,36,2023,12,27,4,Medio
13265,2024-03-17,Sunset Park,Honduras,39,2024,3,17,1,Medio
13266,2022-06-23,Amulapa,Honduras,75,2022,6,23,2,Alto
13267,2024-07-04,Sunset Park,España,55,2024,7,4,3,Medio
13268,2024-07-16,Cerro Verde,Guatemala,62,2024,7,16,3,Alto
13269,2021-11-15,Cerro Verde,Mexico,44,2021,11,15,4,Medio
13270,2021-06-10,Puerta Del Diablo,Canada,27,2021,6,10,2,Bajo
13271,2022-07-29,Puerta Del Diablo,Honduras,51,2022,7,29,3,Medio
13272,2021-06-20,Puerta Del Diablo,Estados Unidos,29,2021,6,20,2,Bajo
13273,2024-03-21,Sunset Park,Honduras,33,2024,3,21,1,Medio
13274,2024-01-04,Sunset Park,España,14,2024,1,4,1,Bajo
13275,2022-03-29,Apulo,Costa Rica,67,2022,3,29,1,Alto
13276,2021-05-08,Apulo,Honduras,11,2021,5,8,2,Bajo
13277,2023-01-17,Cerro Verde,Canada,16,2023,1,17,1,Bajo
13278,2024-02-25,Cerro Verde,Nicaragua,75,2024,2,25,1,Alto
13279,2021-11-14,Puerta Del Diablo,España,51,2021,11,14,4,Medio
13280,2024-06-04,Apulo,Canada,44,2024,6,4,2,Medio
13281,2022-05-15,Apulo,Honduras,52,2022,5,15,2,Medio
13282,2022-05-14,Amulapa,Nicaragua,47,2022,5,14,2,Medio
13283,2022-03-21,Puerta Del Diablo,Mexico,54,2022,3,21,1,Medio
13284,2023-05-01,Balboa,Nicaragua,48,2023,5,1,2,Medio
13285,2021-08-05,Sunset Park,Canada,60,2021,8,5,3,Alto
13286,2023-12-06,Amulapa,Honduras,57,2023,12,6,4,Medio
13287,2024-06-05,Cerro Verde,Costa Rica,51,2024,6,5,2,Medio
13288,2023-06-23,Cerro Verde,Honduras,29,2023,6,23,2,Bajo
13289,2021-02-14,Amulapa,Nicaragua,52,2021,2,14,1,Medio
13290,2021-04-23,Sunset Park,Costa Rica,79,2021,4,23,2,Alto
13291,2023-11-16,Sunset Park,Guatemala,28,2023,11,16,4,Bajo
13292,2023-05-18,Puerta Del Diablo,Canada,49,2023,5,18,2,Medio
13293,2021-01-18,Amulapa,Honduras,44,2021,1,18,1,Medio
13294,2021-01-28,Apulo,Canada,62,2021,1,28,1,Alto
13295,2023-01-07,Apulo,Nicaragua,66,2023,1,7,1,Alto
13296,2023-01-10,Sunset Park,Guatemala,32,2023,1,10,1,Medio
13297,2021-07-16,Apulo,Mexico,8,2021,7,16,3,Bajo
13298,2023-01-28,Sunset Park,Honduras,56,2023,1,28,1,Medio
13299,2021-12-22,Sunset Park,Mexico,78,2021,12,22,4,Alto
13300,2023-08-05,Apulo,Nicaragua,20,2023,8,5,3,Bajo
13301,2022-06-24,Sunset Park,Canada,42,2022,6,24,2,Medio
13302,2023-04-29,Apulo,Canada,75,2023,4,29,2,Alto
13303,2021-07-04,Puerta Del Diablo,Nicaragua,14,2021,7,4,3,Bajo
13304,2024-08-01,Amulapa,Nicaragua,38,2024,8,1,3,Medio
13305,2021-05-08,Amulapa,Costa Rica,12,2021,5,8,2,Bajo
13306,2023-04-01,Sunset Park,Canada,11,2023,4,1,2,Bajo
13307,2024-11-11,Cerro Verde,Guatemala,44,2024,11,11,4,Medio
13308,2021-10-02,Puerta Del Diablo,Canada,55,2021,10,2,4,Medio
13309,2023-04-03,Balboa,Honduras,71,2023,4,3,2,Alto
13310,2023-09-20,Balboa,Costa Rica,48,2023,9,20,3,Medio
13311,2022-05-26,Sunset Park,Canada,41,2022,5,26,2,Medio
13312,2023-03-05,Sunset Park,Canada,51,2023,3,5,1,Medio
13313,2024-01-22,Cerro Verde,Guatemala,7,2024,1,22,1,Bajo
13314,2021-02-09,Amulapa,España,37,2021,2,9,1,Medio
13315,2021-04-01,Puerta Del Diablo,Mexico,25,2021,4,1,2,Bajo
13316,2022-08-06,Puerta Del Diablo,Canada,17,2022,8,6,3,Bajo
13317,2024-11-06,Sunset Park,Costa Rica,52,2024,11,6,4,Medio
13318,2021-01-09,Puerta Del Diablo,Canada,60,2021,1,9,1,Alto
13319,2023-05-21,Cerro Verde,Guatemala,60,2023,5,21,2,Alto
13320,2023-12-05,Cerro Verde,Honduras,19,2023,12,5,4,Bajo
13321,2023-01-29,Sunset Park,Mexico,52,2023,1,29,1,Medio
13322,2022-05-21,Balboa,Guatemala,61,2022,5,21,2,Alto
13323,2023-10-25,Cerro Verde,Nicaragua,47,2023,10,25,4,Medio
13324,2023-05-19,Apulo,Costa Rica,12,2023,5,19,2,Bajo
13325,2021-11-23,Sunset Park,Canada,34,2021,11,23,4,Medio
13326,2023-06-17,Apulo,Guatemala,61,2023,6,17,2,Alto
13327,2021-11-08,Sunset Park,Guatemala,77,2021,11,8,4,Alto
13328,2022-01-17,Cerro Verde,Nicaragua,30,2022,1,17,1,Medio
13329,2024-08-27,Amulapa,Costa Rica,74,2024,8,27,3,Alto
13330,2023-07-12,Sunset Park,Canada,72,2023,7,12,3,Alto
13331,2024-11-06,Cerro Verde,Honduras,79,2024,11,6,4,Alto
13332,2023-01-06,Balboa,Nicaragua,33,2023,1,6,1,Medio
13333,2021-11-09,Puerta Del Diablo,Nicaragua,37,2021,11,9,4,Medio
13334,2024-06-24,Sunset Park,Canada,24,2024,6,24,2,Bajo
13335,2024-05-21,Puerta Del Diablo,Honduras,75,2024,5,21,2,Alto
13336,2022-11-13,Puerta Del Diablo,Estados Unidos,71,2022,11,13,4,Alto
13337,2022-03-03,Sunset Park,Guatemala,52,2022,3,3,1,Medio
13338,2024-12-29,Balboa,España,22,2024,12,29,4,Bajo
13339,2024-03-10,Apulo,Costa Rica,27,2024,3,10,1,Bajo
13340,2022-06-20,Apulo,España,57,2022,6,20,2,Medio
13341,2024-05-06,Sunset Park,Nicaragua,20,2024,5,6,2,Bajo
13342,2022-07-21,Sunset Park,Canada,59,2022,7,21,3,Medio
13343,2021-07-13,Sunset Park,Honduras,41,2021,7,13,3,Medio
13344,2024-03-02,Apulo,España,59,2024,3,2,1,Medio
13345,2023-02-12,Cerro Verde,Honduras,64,2023,2,12,1,Alto
13346,2021-03-25,Balboa,Costa Rica,64,2021,3,25,1,Alto
13347,2022-02-05,Apulo,Estados Unidos,35,2022,2,5,1,Medio
13348,2024-02-29,Sunset Park,Mexico,40,2024,2,29,1,Medio
13349,2024-04-21,Puerta Del Diablo,Guatemala,54,2024,4,21,2,Medio
13350,2022-06-29,Sunset Park,Honduras,52,2022,6,29,2,Medio
13351,2023-04-21,Cerro Verde,Canada,30,2023,4,21,2,Medio
13352,2021-05-17,Puerta Del Diablo,Estados Unidos,53,2021,5,17,2,Medio
13353,2023-09-05,Apulo,Guatemala,6,2023,9,5,3,Bajo
13354,2023-06-23,Balboa,Estados Unidos,41,2023,6,23,2,Medio
13355,2024-09-22,Balboa,Mexico,44,2024,9,22,3,Medio
13356,2022-09-23,Cerro Verde,España,23,2022,9,23,3,Bajo
13357,2024-09-30,Amulapa,Nicaragua,38,2024,9,30,3,Medio
13358,2023-06-24,Cerro Verde,Guatemala,42,2023,6,24,2,Medio
13359,2021-11-11,Balboa,España,43,2021,11,11,4,Medio
13360,2021-11-25,Cerro Verde,Honduras,51,2021,11,25,4,Medio
13361,2022-12-09,Puerta Del Diablo,España,13,2022,12,9,4,Bajo
13362,2022-04-08,Sunset Park,Nicaragua,22,2022,4,8,2,Bajo
13363,2021-01-15,Puerta Del Diablo,Honduras,23,2021,1,15,1,Bajo
13364,2022-06-13,Sunset Park,Nicaragua,22,2022,6,13,2,Bajo
13365,2021-02-07,Sunset Park,Costa Rica,70,2021,2,7,1,Alto
13366,2021-12-23,Sunset Park,Estados Unidos,49,2021,12,23,4,Medio
13367,2024-03-16,Balboa,Canada,33,2024,3,16,1,Medio
13368,2022-12-02,Cerro Verde,Honduras,67,2022,12,2,4,Alto
13369,2022-10-23,Cerro Verde,Mexico,66,2022,10,23,4,Alto
13370,2024-04-20,Amulapa,Nicaragua,72,2024,4,20,2,Alto
13371,2022-05-26,Sunset Park,Costa Rica,46,2022,5,26,2,Medio
13372,2023-12-14,Apulo,Estados Unidos,79,2023,12,14,4,Alto
13373,2021-08-19,Puerta Del Diablo,Guatemala,39,2021,8,19,3,Medio
13374,2024-02-27,Balboa,Mexico,12,2024,2,27,1,Bajo
13375,2021-01-18,Cerro Verde,Estados Unidos,29,2021,1,18,1,Bajo
13376,2024-12-10,Cerro Verde,Guatemala,68,2024,12,10,4,Alto
13377,2024-06-17,Apulo,Nicaragua,66,2024,6,17,2,Alto
13378,2023-12-24,Balboa,Guatemala,31,2023,12,24,4,Medio
13379,2021-08-21,Sunset Park,Guatemala,58,2021,8,21,3,Medio
13380,2021-03-01,Puerta Del Diablo,Estados Unidos,60,2021,3,1,1,Alto
13381,2021-01-07,Apulo,Guatemala,44,2021,1,7,1,Medio
13382,2022-11-09,Apulo,Mexico,20,2022,11,9,4,Bajo
13383,2021-11-24,Balboa,Costa Rica,33,2021,11,24,4,Medio
13384,2021-04-09,Sunset Park,Honduras,59,2021,4,9,2,Medio
13385,2021-11-20,Sunset Park,Canada,19,2021,11,20,4,Bajo
13386,2021-04-17,Balboa,Estados Unidos,9,2021,4,17,2,Bajo
13387,2022-06-17,Balboa,Nicaragua,65,2022,6,17,2,Alto
13388,2022-02-25,Balboa,Guatemala,68,2022,2,25,1,Alto
13389,2023-10-11,Cerro Verde,España,23,2023,10,11,4,Bajo
13390,2022-12-20,Balboa,Mexico,17,2022,12,20,4,Bajo
13391,2021-02-27,Puerta Del Diablo,Costa Rica,58,2021,2,27,1,Medio
13392,2022-03-02,Apulo,Honduras,64,2022,3,2,1,Alto
13393,2024-04-13,Cerro Verde,Guatemala,57,2024,4,13,2,Medio
13394,2021-11-21,Amulapa,Honduras,69,2021,11,21,4,Alto
13395,2023-03-12,Puerta Del Diablo,Honduras,40,2023,3,12,1,Medio
13396,2023-06-19,Puerta Del Diablo,España,43,2023,6,19,2,Medio
13397,2022-08-04,Apulo,Guatemala,59,2022,8,4,3,Medio
13398,2024-10-20,Balboa,Guatemala,75,2024,10,20,4,Alto
13399,2022-07-19,Puerta Del Diablo,Honduras,9,2022,7,19,3,Bajo
13400,2023-12-27,Sunset Park,Honduras,24,2023,12,27,4,Bajo
13401,2023-10-17,Amulapa,Guatemala,6,2023,10,17,4,Bajo
13402,2024-09-26,Amulapa,Mexico,49,2024,9,26,3,Medio
13403,2023-12-30,Puerta Del Diablo,Nicaragua,48,2023,12,30,4,Medio
13404,2023-09-12,Sunset Park,Guatemala,7,2023,9,12,3,Bajo
13405,2022-06-04,Cerro Verde,Guatemala,74,2022,6,4,2,Alto
13406,2023-08-07,Puerta Del Diablo,Nicaragua,31,2023,8,7,3,Medio
13407,2024-10-03,Cerro Verde,Guatemala,24,2024,10,3,4,Bajo
13408,2022-05-15,Balboa,Canada,13,2022,5,15,2,Bajo
13409,2024-12-31,Balboa,Estados Unidos,8,2024,12,31,4,Bajo
13410,2024-02-14,Balboa,Costa Rica,32,2024,2,14,1,Medio
13411,2023-11-16,Cerro Verde,Nicaragua,59,2023,11,16,4,Medio
13412,2022-08-31,Apulo,Mexico,38,2022,8,31,3,Medio
13413,2021-06-01,Cerro Verde,Guatemala,16,2021,6,1,2,Bajo
13414,2024-02-05,Balboa,Guatemala,32,2024,2,5,1,Medio
13415,2023-11-14,Apulo,Mexico,74,2023,11,14,4,Alto
13416,2023-12-07,Sunset Park,Mexico,34,2023,12,7,4,Medio
13417,2024-08-30,Apulo,Costa Rica,79,2024,8,30,3,Alto
