id_reserva,fecha,departamento,tipo_hotel,habitaciones,ocupadas,tarifa_promedio,anio,mes,dia,trimestre,porcentaje_ocupacion,nivel_ocupacion,ingreso_estimado
3815,2024-09-06,Sonsonate,Rural,180,10,132,2024,9,6,3,5.555555555555555,Baja,1320
3817,2024-12-08,Ahuachapan,Montaña,183,131,222,2024,12,8,4,71.58469945355192,Alta,29082
3818,2024-02-29,La Paz,Playa,151,10,48,2024,2,29,1,6.622516556291391,Baja,480
3819,2024-05-29,La Paz,Montaña,154,51,40,2024,5,29,2,33.116883116883116,Baja,2040
3820,2022-10-22,Santa Ana,Ciudad,102,97,54,2022,10,22,4,95.09803921568627,Alta,5238
3822,2023-08-27,Usulutan,Ciudad,54,5,179,2023,8,27,3,9.25925925925926,Baja,895
3827,2024-11-18,Ahuachapan,Montaña,55,36,197,2024,11,18,4,65.45454545454545,Media,7092
3828,2022-03-20,Usulutan,Playa,187,96,205,2022,3,20,1,51.33689839572193,Media,19680
3829,2023-06-22,San Salvador,Ciudad,99,20,140,2023,6,22,2,20.2020202020202,Baja,2800
3830,2024-06-22,San Salvador,Rural,129,48,226,2024,6,22,2,37.2093023255814,Baja,10848
3831,2023-05-03,Ahuachapan,Rural,166,141,110,2023,5,3,2,84.93975903614458,Alta,15510
3840,2024-10-04,San Salvador,Montaña,81,57,90,2024,10,4,4,70.37037037037037,Alta,5130
3843,2024-07-17,La Paz,Playa,174,108,163,2024,7,17,3,62.06896551724138,Media,17604
3846,2024-01-12,Ahuachapan,Ciudad,183,9,59,2024,1,12,1,4.918032786885246,Baja,531
3847,2022-06-12,San Miguel,Montaña,132,96,109,2022,6,12,2,72.72727272727273,Alta,10464
3848,2024-03-03,San Salvador,Rural,161,68,69,2024,3,3,1,42.2360248447205,Media,4692
3849,2022-05-17,Usulutan,Ciudad,169,35,198,2022,5,17,2,20.710059171597635,Baja,6930
3850,2021-09-01,La Libertad,Ciudad,164,60,165,2021,9,1,3,36.58536585365854,Baja,9900
3852,2023-12-12,La Libertad,Montaña,127,114,199,2023,12,12,4,89.76377952755905,Alta,22686
3853,2022-03-01,La Paz,Montaña,110,104,244,2022,3,1,1,94.54545454545455,Alta,25376
3854,2022-01-10,Santa Ana,Montaña,32,10,173,2022,1,10,1,31.25,Baja,1730
3856,2022-03-13,San Salvador,Playa,179,62,187,2022,3,13,1,34.63687150837989,Baja,11594
3857,2022-10-05,San Miguel,Ciudad,185,154,193,2022,10,5,4,83.24324324324324,Alta,29722
3861,2021-11-12,San Salvador,Ciudad,154,91,155,2021,11,12,4,59.09090909090909,Media,14105
3863,2024-06-01,La Libertad,Montaña,129,54,220,2024,6,1,2,41.86046511627907,Media,11880
3865,2022-09-22,Usulutan,Montaña,132,21,202,2022,9,22,3,15.909090909090908,Baja,4242
3866,2024-12-20,San Miguel,Ciudad,76,75,93,2024,12,20,4,98.68421052631578,Alta,6975
3867,2021-03-31,San Salvador,Ciudad,143,30,95,2021,3,31,1,20.97902097902098,Baja,2850
3870,2022-12-11,La Libertad,Rural,185,32,147,2022,12,11,4,17.2972972972973,Baja,4704
3872,2022-07-30,La Paz,Ciudad,122,43,182,2022,7,30,3,35.24590163934426,Baja,7826
3873,2021-08-11,Sonsonate,Playa,143,51,61,2021,8,11,3,35.66433566433567,Baja,3111
3874,2022-11-26,San Salvador,Ciudad,36,10,72,2022,11,26,4,27.77777777777778,Baja,720
3877,2024-05-11,Ahuachapan,Ciudad,70,28,150,2024,5,11,2,40.0,Media,4200
3878,2023-01-06,Usulutan,Montaña,183,156,205,2023,1,6,1,85.24590163934425,Alta,31980
3879,2021-03-11,Ahuachapan,Rural,51,24,68,2021,3,11,1,47.05882352941176,Media,1632
3881,2023-08-12,La Paz,Montaña,82,14,67,2023,8,12,3,17.073170731707318,Baja,938
3882,2021-04-03,La Libertad,Rural,132,61,197,2021,4,3,2,46.21212121212121,Media,12017
3884,2022-03-15,San Miguel,Ciudad,199,16,98,2022,3,15,1,8.040201005025125,Baja,1568
3885,2023-03-16,Ahuachapan,Rural,197,61,57,2023,3,16,1,30.96446700507614,Baja,3477
3887,2023-08-10,Ahuachapan,Rural,167,107,206,2023,8,10,3,64.07185628742515,Media,22042
3889,2021-03-30,La Paz,Rural,168,86,48,2021,3,30,1,51.19047619047619,Media,4128
3891,2021-06-23,San Salvador,Montaña,172,111,210,2021,6,23,2,64.53488372093024,Media,23310
3893,2022-07-15,La Libertad,Montaña,181,109,224,2022,7,15,3,60.22099447513812,Media,24416
3895,2022-09-19,Santa Ana,Playa,137,97,158,2022,9,19,3,70.8029197080292,Alta,15326
3898,2024-06-14,Santa Ana,Playa,154,79,36,2024,6,14,2,51.298701298701296,Media,2844
3899,2022-03-26,San Miguel,Playa,148,67,174,2022,3,26,1,45.27027027027027,Media,11658
3900,2022-02-12,San Salvador,Rural,198,112,39,2022,2,12,1,56.56565656565656,Media,4368
3901,2024-09-22,La Libertad,Ciudad,169,158,145,2024,9,22,3,93.49112426035504,Alta,22910
3904,2024-04-24,San Miguel,Montaña,153,139,146,2024,4,24,2,90.84967320261438,Alta,20294
3905,2022-01-14,Santa Ana,Montaña,146,24,120,2022,1,14,1,16.43835616438356,Baja,2880
3907,2024-02-10,San Salvador,Rural,150,76,246,2024,2,10,1,50.66666666666667,Media,18696
3912,2024-01-06,La Paz,Ciudad,187,71,146,2024,1,6,1,37.967914438502675,Baja,10366
3913,2022-11-30,Santa Ana,Playa,109,88,192,2022,11,30,4,80.73394495412845,Alta,16896
3914,2024-10-24,Usulutan,Rural,122,22,44,2024,10,24,4,18.0327868852459,Baja,968
3917,2021-02-16,San Salvador,Ciudad,97,58,244,2021,2,16,1,59.79381443298969,Media,14152
3919,2022-01-13,Usulutan,Montaña,161,13,160,2022,1,13,1,8.074534161490684,Baja,2080
3921,2022-05-27,San Salvador,Rural,125,39,69,2022,5,27,2,31.2,Baja,2691
3922,2022-08-26,La Libertad,Montaña,182,175,225,2022,8,26,3,96.15384615384616,Alta,39375
3923,2021-10-07,San Miguel,Rural,112,99,238,2021,10,7,4,88.39285714285714,Alta,23562
3924,2023-10-11,Ahuachapan,Playa,160,62,43,2023,10,11,4,38.75,Baja,2666
3925,2023-01-16,La Paz,Rural,135,97,197,2023,1,16,1,71.85185185185186,Alta,19109
3926,2021-10-16,La Paz,Ciudad,73,10,214,2021,10,16,4,13.698630136986301,Baja,2140
3927,2024-01-04,La Paz,Playa,122,6,184,2024,1,4,1,4.918032786885246,Baja,1104
3928,2024-08-13,Santa Ana,Montaña,187,84,191,2024,8,13,3,44.919786096256686,Media,16044
3929,2022-07-31,Santa Ana,Playa,192,120,38,2022,7,31,3,62.5,Media,4560
3930,2021-03-10,La Paz,Rural,141,108,100,2021,3,10,1,76.59574468085107,Alta,10800
3931,2021-07-16,Ahuachapan,Montaña,140,76,104,2021,7,16,3,54.285714285714285,Media,7904
3934,2023-06-03,La Paz,Rural,78,70,158,2023,6,3,2,89.74358974358975,Alta,11060
3936,2023-02-24,Sonsonate,Ciudad,126,29,154,2023,2,24,1,23.015873015873016,Baja,4466
3937,2021-04-08,San Salvador,Ciudad,186,84,68,2021,4,8,2,45.16129032258064,Media,5712
3939,2023-04-18,Sonsonate,Rural,133,30,94,2023,4,18,2,22.55639097744361,Baja,2820
3946,2023-12-28,Sonsonate,Ciudad,131,68,64,2023,12,28,4,51.908396946564885,Media,4352
3947,2024-11-01,La Libertad,Ciudad,183,57,227,2024,11,1,4,31.147540983606557,Baja,12939
3948,2024-07-16,Sonsonate,Ciudad,112,7,198,2024,7,16,3,6.25,Baja,1386
3949,2024-11-07,Santa Ana,Rural,135,56,190,2024,11,7,4,41.48148148148148,Media,10640
3951,2021-12-20,San Salvador,Playa,101,85,109,2021,12,20,4,84.15841584158416,Alta,9265
3952,2021-07-07,San Miguel,Ciudad,178,126,243,2021,7,7,3,70.78651685393258,Alta,30618
3955,2024-06-17,Usulutan,Playa,70,12,219,2024,6,17,2,17.142857142857142,Baja,2628
3957,2024-10-18,Ahuachapan,Montaña,170,38,225,2024,10,18,4,22.35294117647059,Baja,8550
3959,2021-10-02,Ahuachapan,Montaña,124,99,99,2021,10,2,4,79.83870967741935,Alta,9801
3963,2021-03-24,Sonsonate,Montaña,141,63,212,2021,3,24,1,44.680851063829785,Media,13356
3964,2021-06-12,Sonsonate,Ciudad,180,54,176,2021,6,12,2,30.0,Baja,9504
3965,2021-01-27,Santa Ana,Montaña,178,158,98,2021,1,27,1,88.76404494382022,Alta,15484
3968,2022-08-20,Usulutan,Ciudad,197,170,214,2022,8,20,3,86.29441624365482,Alta,36380
3969,2022-06-08,Ahuachapan,Montaña,144,88,115,2022,6,8,2,61.111111111111114,Media,10120
3973,2023-04-24,La Paz,Ciudad,195,132,97,2023,4,24,2,67.6923076923077,Media,12804
3974,2024-02-01,Sonsonate,Ciudad,168,122,242,2024,2,1,1,72.61904761904762,Alta,29524
3975,2021-04-24,La Paz,Ciudad,147,56,139,2021,4,24,2,38.095238095238095,Baja,7784
3978,2022-10-13,Sonsonate,Rural,112,79,221,2022,10,13,4,70.53571428571429,Alta,17459
3980,2024-12-18,La Libertad,Ciudad,194,103,176,2024,12,18,4,53.09278350515464,Media,18128
3982,2021-05-04,Santa Ana,Playa,132,18,149,2021,5,4,2,13.636363636363635,Baja,2682
3983,2021-05-25,La Paz,Playa,177,60,129,2021,5,25,2,33.89830508474576,Baja,7740
3986,2021-07-15,Sonsonate,Montaña,194,154,169,2021,7,15,3,79.38144329896907,Alta,26026
3987,2024-04-14,Usulutan,Playa,161,46,198,2024,4,14,2,28.57142857142857,Baja,9108
3988,2023-10-24,Usulutan,Playa,158,67,126,2023,10,24,4,42.405063291139236,Media,8442
3990,2021-01-28,San Salvador,Montaña,192,138,51,2021,1,28,1,71.875,Alta,7038
3992,2024-09-27,San Salvador,Ciudad,123,45,111,2024,9,27,3,36.58536585365854,Baja,4995
3995,2023-01-19,Ahuachapan,Montaña,84,28,189,2023,1,19,1,33.33333333333333,Baja,5292
3998,2022-01-02,Santa Ana,Playa,131,83,175,2022,1,2,1,63.358778625954194,Media,14525
3999,2023-03-08,Sonsonate,Rural,108,71,54,2023,3,8,1,65.74074074074075,Media,3834
4000,2021-01-12,Santa Ana,Rural,143,104,163,2021,1,12,1,72.72727272727273,Alta,16952
4002,2021-12-11,Usulutan,Playa,23,21,172,2021,12,11,4,91.30434782608695,Alta,3612
4004,2021-04-15,La Libertad,Playa,85,23,67,2021,4,15,2,27.058823529411764,Baja,1541
4006,2023-01-05,San Salvador,Playa,58,25,112,2023,1,5,1,43.103448275862064,Media,2800
4007,2021-05-07,Santa Ana,Ciudad,159,80,242,2021,5,7,2,50.314465408805034,Media,19360
4008,2021-09-23,San Miguel,Ciudad,141,12,82,2021,9,23,3,8.51063829787234,Baja,984
4009,2024-11-04,Santa Ana,Ciudad,127,59,58,2024,11,4,4,46.45669291338583,Media,3422
4010,2021-12-15,La Libertad,Playa,194,140,193,2021,12,15,4,72.16494845360825,Alta,27020
4011,2024-03-04,Santa Ana,Playa,26,19,169,2024,3,4,1,73.07692307692307,Alta,3211
4013,2021-06-21,Ahuachapan,Ciudad,179,106,205,2021,6,21,2,59.217877094972074,Media,21730
4016,2023-11-18,San Salvador,Ciudad,167,135,102,2023,11,18,4,80.83832335329342,Alta,13770
4018,2024-05-03,La Libertad,Montaña,193,137,210,2024,5,3,2,70.98445595854922,Alta,28770
4020,2022-02-28,Sonsonate,Montaña,49,35,237,2022,2,28,1,71.42857142857143,Alta,8295
4023,2024-09-26,San Salvador,Rural,134,107,93,2024,9,26,3,79.8507462686567,Alta,9951
4024,2022-07-27,La Libertad,Playa,169,7,248,2022,7,27,3,4.142011834319527,Baja,1736
4025,2022-05-14,Ahuachapan,Playa,144,113,248,2022,5,14,2,78.47222222222221,Alta,28024
4034,2022-11-05,Usulutan,Ciudad,97,22,89,2022,11,5,4,22.68041237113402,Baja,1958
4038,2024-04-10,La Libertad,Rural,135,123,145,2024,4,10,2,91.11111111111111,Alta,17835
4039,2022-05-11,San Salvador,Playa,129,71,136,2022,5,11,2,55.03875968992248,Media,9656
4041,2022-06-20,La Paz,Montaña,139,7,203,2022,6,20,2,5.0359712230215825,Baja,1421
4043,2022-05-07,La Libertad,Rural,182,177,201,2022,5,7,2,97.25274725274726,Alta,35577
4044,2024-01-24,Ahuachapan,Playa,137,30,123,2024,1,24,1,21.897810218978105,Baja,3690
4046,2022-08-05,Santa Ana,Playa,40,28,101,2022,8,5,3,70.0,Alta,2828
4048,2022-05-15,Sonsonate,Montaña,126,76,237,2022,5,15,2,60.317460317460316,Media,18012
4049,2024-10-15,Santa Ana,Rural,48,37,110,2024,10,15,4,77.08333333333334,Alta,4070
4050,2022-06-28,Ahuachapan,Montaña,174,143,194,2022,6,28,2,82.18390804597702,Alta,27742
4051,2023-06-20,Sonsonate,Ciudad,95,10,166,2023,6,20,2,10.526315789473683,Baja,1660
4057,2024-08-17,San Miguel,Rural,46,36,161,2024,8,17,3,78.26086956521739,Alta,5796
4058,2021-09-13,Ahuachapan,Ciudad,113,53,206,2021,9,13,3,46.902654867256636,Media,10918
4059,2024-03-17,Sonsonate,Playa,184,17,92,2024,3,17,1,9.239130434782608,Baja,1564
4061,2021-01-18,Sonsonate,Rural,134,8,90,2021,1,18,1,5.970149253731343,Baja,720
4062,2022-12-19,San Salvador,Montaña,176,93,100,2022,12,19,4,52.84090909090909,Media,9300
4063,2023-10-20,Usulutan,Ciudad,129,89,208,2023,10,20,4,68.9922480620155,Media,18512
4067,2021-07-22,Ahuachapan,Playa,115,44,65,2021,7,22,3,38.26086956521739,Baja,2860
4068,2022-09-18,San Miguel,Playa,183,159,187,2022,9,18,3,86.88524590163934,Alta,29733
4070,2024-07-09,La Libertad,Rural,197,179,242,2024,7,9,3,90.86294416243655,Alta,43318
4072,2024-10-18,San Salvador,Rural,178,28,243,2024,10,18,4,15.730337078651685,Baja,6804
4073,2021-08-21,La Libertad,Playa,188,114,92,2021,8,21,3,60.63829787234043,Media,10488
4075,2022-11-20,La Libertad,Rural,90,89,154,2022,11,20,4,98.88888888888889,Alta,13706
4076,2021-07-12,La Libertad,Ciudad,56,32,151,2021,7,12,3,57.14285714285714,Media,4832
4079,2021-07-15,Sonsonate,Playa,150,91,136,2021,7,15,3,60.66666666666667,Media,12376
4081,2024-07-30,Ahuachapan,Ciudad,126,71,214,2024,7,30,3,56.34920634920635,Media,15194
4084,2023-12-07,La Libertad,Montaña,107,34,245,2023,12,7,4,31.775700934579437,Baja,8330
4086,2021-09-08,La Paz,Ciudad,135,125,245,2021,9,8,3,92.5925925925926,Alta,30625
4088,2022-02-18,Usulutan,Rural,58,49,73,2022,2,18,1,84.48275862068965,Alta,3577
4089,2022-02-07,Sonsonate,Ciudad,77,46,186,2022,2,7,1,59.74025974025974,Media,8556
4090,2024-12-01,San Salvador,Rural,101,96,182,2024,12,1,4,95.04950495049505,Alta,17472
4091,2023-06-07,Sonsonate,Montaña,147,142,180,2023,6,7,2,96.5986394557823,Alta,25560
4093,2024-02-06,Santa Ana,Montaña,113,67,170,2024,2,6,1,59.29203539823009,Media,11390
4094,2021-03-20,La Libertad,Montaña,169,113,87,2021,3,20,1,66.86390532544378,Media,9831
4097,2021-10-16,Santa Ana,Montaña,58,27,42,2021,10,16,4,46.55172413793103,Media,1134
4100,2023-12-08,San Miguel,Playa,156,151,155,2023,12,8,4,96.7948717948718,Alta,23405
4101,2022-08-02,La Paz,Montaña,182,64,239,2022,8,2,3,35.16483516483517,Baja,15296
4102,2024-02-28,San Salvador,Ciudad,169,47,163,2024,2,28,1,27.810650887573964,Baja,7661
4103,2023-07-26,La Libertad,Montaña,193,70,144,2023,7,26,3,36.26943005181347,Baja,10080
4104,2023-03-04,Usulutan,Rural,158,120,202,2023,3,4,1,75.9493670886076,Alta,24240
4107,2023-03-01,Sonsonate,Montaña,95,90,233,2023,3,1,1,94.73684210526315,Alta,20970
4108,2021-03-18,La Paz,Rural,50,8,104,2021,3,18,1,16.0,Baja,832
4109,2021-03-20,Usulutan,Ciudad,162,60,243,2021,3,20,1,37.03703703703704,Baja,14580
4110,2022-01-14,La Paz,Playa,26,22,75,2022,1,14,1,84.61538461538461,Alta,1650
4112,2022-02-18,Usulutan,Playa,115,76,175,2022,2,18,1,66.08695652173913,Media,13300
4113,2024-08-06,San Miguel,Ciudad,157,32,212,2024,8,6,3,20.382165605095544,Baja,6784
4115,2021-11-12,Sonsonate,Ciudad,64,56,107,2021,11,12,4,87.5,Alta,5992
4116,2022-01-23,La Paz,Playa,198,82,192,2022,1,23,1,41.41414141414141,Media,15744
4117,2024-10-03,Usulutan,Montaña,169,14,130,2024,10,3,4,8.284023668639055,Baja,1820
4119,2021-01-15,Santa Ana,Playa,129,8,49,2021,1,15,1,6.2015503875969,Baja,392
4120,2022-08-06,San Miguel,Playa,101,71,95,2022,8,6,3,70.29702970297029,Alta,6745
4121,2021-09-19,La Libertad,Ciudad,184,129,133,2021,9,19,3,70.1086956521739,Alta,17157
4124,2023-06-29,La Paz,Montaña,62,46,221,2023,6,29,2,74.19354838709677,Alta,10166
4125,2021-09-23,Ahuachapan,Ciudad,159,9,214,2021,9,23,3,5.660377358490567,Baja,1926
4126,2023-03-21,Usulutan,Montaña,41,12,141,2023,3,21,1,29.268292682926827,Baja,1692
4130,2024-05-23,San Miguel,Playa,36,32,187,2024,5,23,2,88.88888888888889,Alta,5984
4132,2023-06-11,Ahuachapan,Playa,144,129,117,2023,6,11,2,89.58333333333334,Alta,15093
4133,2024-03-11,San Miguel,Montaña,184,55,239,2024,3,11,1,29.891304347826086,Baja,13145
4136,2024-07-27,La Libertad,Montaña,141,104,38,2024,7,27,3,73.75886524822694,Alta,3952
4137,2021-10-07,San Miguel,Ciudad,156,147,241,2021,10,7,4,94.23076923076923,Alta,35427
4139,2022-11-13,Santa Ana,Montaña,147,104,174,2022,11,13,4,70.74829931972789,Alta,18096
4141,2024-03-21,Santa Ana,Ciudad,114,63,103,2024,3,21,1,55.26315789473685,Media,6489
4142,2023-07-19,Santa Ana,Montaña,130,21,121,2023,7,19,3,16.153846153846153,Baja,2541
4143,2021-05-27,Ahuachapan,Rural,192,158,177,2021,5,27,2,82.29166666666666,Alta,27966
4144,2021-06-17,San Salvador,Montaña,176,132,39,2021,6,17,2,75.0,Alta,5148
4146,2023-01-15,La Paz,Rural,107,95,48,2023,1,15,1,88.78504672897196,Alta,4560
4148,2024-08-29,San Salvador,Playa,172,161,93,2024,8,29,3,93.6046511627907,Alta,14973
4150,2024-07-18,Ahuachapan,Ciudad,126,42,90,2024,7,18,3,33.33333333333333,Baja,3780
4152,2022-10-27,Usulutan,Playa,190,62,233,2022,10,27,4,32.631578947368425,Baja,14446
4154,2022-11-30,La Paz,Playa,30,6,143,2022,11,30,4,20.0,Baja,858
4156,2023-07-13,Sonsonate,Playa,113,16,169,2023,7,13,3,14.15929203539823,Baja,2704
4158,2021-05-06,La Paz,Ciudad,157,65,172,2021,5,6,2,41.40127388535032,Media,11180
4159,2024-04-12,Usulutan,Montaña,75,67,155,2024,4,12,2,89.33333333333333,Alta,10385
4160,2024-07-09,La Paz,Ciudad,115,52,147,2024,7,9,3,45.21739130434783,Media,7644
4162,2023-08-03,Santa Ana,Playa,140,60,126,2023,8,3,3,42.857142857142854,Media,7560
4163,2023-12-30,Santa Ana,Rural,182,162,162,2023,12,30,4,89.01098901098901,Alta,26244
4164,2023-11-16,Ahuachapan,Ciudad,93,71,37,2023,11,16,4,76.34408602150538,Alta,2627
4165,2023-03-05,La Paz,Montaña,199,108,118,2023,3,5,1,54.2713567839196,Media,12744
4166,2023-02-01,Sonsonate,Playa,24,15,206,2023,2,1,1,62.5,Media,3090
4167,2021-01-11,Usulutan,Playa,197,78,177,2021,1,11,1,39.59390862944163,Baja,13806
4168,2021-09-06,Ahuachapan,Rural,138,42,63,2021,9,6,3,30.434782608695656,Baja,2646
4171,2023-05-09,La Paz,Ciudad,177,99,134,2023,5,9,2,55.932203389830505,Media,13266
4174,2021-01-27,San Salvador,Rural,115,34,91,2021,1,27,1,29.565217391304348,Baja,3094
4175,2023-08-19,Usulutan,Playa,95,76,38,2023,8,19,3,80.0,Alta,2888
4180,2022-11-08,Usulutan,Playa,194,24,113,2022,11,8,4,12.371134020618557,Baja,2712
4181,2022-02-04,Usulutan,Ciudad,171,114,223,2022,2,4,1,66.66666666666666,Media,25422
4183,2024-12-16,La Libertad,Rural,143,143,48,2024,12,16,4,100.0,Alta,6864
4184,2022-09-18,Ahuachapan,Playa,123,33,164,2022,9,18,3,26.82926829268293,Baja,5412
4185,2021-02-08,Sonsonate,Ciudad,177,147,99,2021,2,8,1,83.05084745762711,Alta,14553
4187,2021-07-05,Santa Ana,Rural,172,83,91,2021,7,5,3,48.25581395348838,Media,7553
4188,2023-01-21,San Miguel,Ciudad,196,159,228,2023,1,21,1,81.12244897959184,Alta,36252
4189,2021-09-05,Santa Ana,Rural,161,112,99,2021,9,5,3,69.56521739130434,Media,11088
4191,2024-10-06,Sonsonate,Ciudad,148,25,155,2024,10,6,4,16.89189189189189,Baja,3875
4192,2021-12-30,Santa Ana,Ciudad,79,63,127,2021,12,30,4,79.74683544303798,Alta,8001
4193,2024-02-01,San Miguel,Playa,95,85,35,2024,2,1,1,89.47368421052632,Alta,2975
4196,2024-09-04,San Salvador,Ciudad,116,59,165,2024,9,4,3,50.86206896551724,Media,9735
4197,2023-04-09,Usulutan,Ciudad,94,7,215,2023,4,9,2,7.446808510638298,Baja,1505
4198,2023-08-27,San Miguel,Rural,169,43,136,2023,8,27,3,25.443786982248522,Baja,5848
4203,2022-05-27,San Miguel,Montaña,164,131,88,2022,5,27,2,79.8780487804878,Alta,11528
4206,2023-07-14,San Salvador,Playa,174,12,196,2023,7,14,3,6.896551724137931,Baja,2352
4208,2024-05-08,Usulutan,Playa,104,36,141,2024,5,8,2,34.61538461538461,Baja,5076
4211,2023-01-04,La Libertad,Montaña,166,85,203,2023,1,4,1,51.204819277108435,Media,17255
4213,2024-04-08,San Miguel,Ciudad,174,122,82,2024,4,8,2,70.11494252873564,Alta,10004
4215,2023-03-18,Ahuachapan,Rural,130,54,120,2023,3,18,1,41.53846153846154,Media,6480
4216,2021-06-06,Santa Ana,Playa,116,110,161,2021,6,6,2,94.82758620689656,Alta,17710
4217,2023-03-25,Sonsonate,Playa,196,95,239,2023,3,25,1,48.46938775510204,Media,22705
4218,2023-04-17,La Paz,Rural,64,42,104,2023,4,17,2,65.625,Media,4368
4220,2024-02-16,La Paz,Rural,140,32,149,2024,2,16,1,22.857142857142858,Baja,4768
4221,2022-07-04,Santa Ana,Montaña,164,73,186,2022,7,4,3,44.51219512195122,Media,13578
4222,2022-02-23,San Salvador,Playa,182,50,36,2022,2,23,1,27.472527472527474,Baja,1800
4224,2021-08-12,Ahuachapan,Ciudad,134,58,102,2021,8,12,3,43.28358208955223,Media,5916
4225,2024-07-02,San Miguel,Montaña,195,9,69,2024,7,2,3,4.615384615384616,Baja,621
4226,2021-10-19,San Miguel,Rural,161,15,203,2021,10,19,4,9.316770186335404,Baja,3045
4228,2023-05-30,San Miguel,Playa,146,105,232,2023,5,30,2,71.91780821917808,Alta,24360
4229,2023-08-03,Ahuachapan,Montaña,160,150,141,2023,8,3,3,93.75,Alta,21150
4230,2021-07-20,La Libertad,Rural,50,41,65,2021,7,20,3,82.0,Alta,2665
4232,2021-03-18,Santa Ana,Montaña,176,166,45,2021,3,18,1,94.31818181818183,Alta,7470
4233,2022-06-07,Sonsonate,Ciudad,132,98,97,2022,6,7,2,74.24242424242425,Alta,9506
4234,2023-10-11,Sonsonate,Rural,35,14,90,2023,10,11,4,40.0,Media,1260
4236,2024-06-30,La Libertad,Montaña,193,123,244,2024,6,30,2,63.730569948186535,Media,30012
4238,2023-11-14,San Salvador,Montaña,89,16,202,2023,11,14,4,17.97752808988764,Baja,3232
4239,2022-05-30,La Libertad,Playa,63,33,248,2022,5,30,2,52.38095238095239,Media,8184
4240,2024-08-22,Sonsonate,Playa,143,78,179,2024,8,22,3,54.54545454545454,Media,13962
4244,2024-12-07,La Paz,Rural,180,92,146,2024,12,7,4,51.11111111111111,Media,13432
4247,2021-05-20,Santa Ana,Montaña,171,15,143,2021,5,20,2,8.771929824561402,Baja,2145
4249,2021-09-28,San Miguel,Ciudad,188,158,149,2021,9,28,3,84.04255319148936,Alta,23542
4250,2023-09-15,Santa Ana,Ciudad,168,168,85,2023,9,15,3,100.0,Alta,14280
4252,2022-08-15,La Libertad,Rural,41,6,169,2022,8,15,3,14.634146341463413,Baja,1014
4253,2024-04-19,La Paz,Montaña,57,5,110,2024,4,19,2,8.771929824561402,Baja,550
4255,2021-01-29,San Salvador,Montaña,167,24,243,2021,1,29,1,14.37125748502994,Baja,5832
4261,2022-01-31,San Salvador,Playa,136,73,209,2022,1,31,1,53.67647058823529,Media,15257
4262,2021-02-16,San Salvador,Montaña,150,109,201,2021,2,16,1,72.66666666666667,Alta,21909
4263,2023-01-26,La Libertad,Ciudad,180,128,110,2023,1,26,1,71.11111111111111,Alta,14080
4265,2024-02-24,San Miguel,Ciudad,198,16,41,2024,2,24,1,8.080808080808081,Baja,656
4266,2024-05-05,La Libertad,Montaña,181,32,122,2024,5,5,2,17.67955801104972,Baja,3904
4267,2021-10-27,Ahuachapan,Montaña,179,144,74,2021,10,27,4,80.44692737430168,Alta,10656
4272,2024-12-20,Sonsonate,Rural,136,60,240,2024,12,20,4,44.11764705882353,Media,14400
4273,2022-01-15,La Libertad,Montaña,62,24,89,2022,1,15,1,38.70967741935484,Baja,2136
4275,2021-12-11,Santa Ana,Montaña,69,61,82,2021,12,11,4,88.40579710144928,Alta,5002
4276,2023-11-24,San Salvador,Montaña,178,9,171,2023,11,24,4,5.056179775280898,Baja,1539
4277,2021-02-06,La Paz,Montaña,59,51,207,2021,2,6,1,86.4406779661017,Alta,10557
4278,2022-05-23,Santa Ana,Rural,143,28,97,2022,5,23,2,19.58041958041958,Baja,2716
4279,2023-05-23,Usulutan,Montaña,85,14,182,2023,5,23,2,16.470588235294116,Baja,2548
4285,2023-07-05,San Salvador,Montaña,160,118,55,2023,7,5,3,73.75,Alta,6490
4290,2022-07-28,Ahuachapan,Rural,151,141,49,2022,7,28,3,93.37748344370861,Alta,6909
4291,2021-06-18,La Paz,Ciudad,185,143,248,2021,6,18,2,77.29729729729729,Alta,35464
4292,2024-05-30,San Miguel,Montaña,129,87,100,2024,5,30,2,67.44186046511628,Media,8700
4294,2022-11-12,La Libertad,Playa,94,61,185,2022,11,12,4,64.8936170212766,Media,11285
4296,2022-09-05,Usulutan,Playa,174,140,156,2022,9,5,3,80.45977011494253,Alta,21840
4297,2022-09-16,Usulutan,Rural,188,41,131,2022,9,16,3,21.808510638297875,Baja,5371
4299,2022-10-19,La Libertad,Montaña,183,159,37,2022,10,19,4,86.88524590163934,Alta,5883
4300,2023-01-06,La Libertad,Rural,189,141,80,2023,1,6,1,74.60317460317461,Alta,11280
4303,2024-05-18,San Salvador,Montaña,104,75,68,2024,5,18,2,72.11538461538461,Alta,5100
4310,2021-09-29,Usulutan,Montaña,177,110,207,2021,9,29,3,62.14689265536724,Media,22770
4311,2024-02-15,San Miguel,Rural,175,161,86,2024,2,15,1,92.0,Alta,13846
4312,2022-07-12,San Salvador,Montaña,147,17,160,2022,7,12,3,11.564625850340136,Baja,2720
4316,2021-08-13,Sonsonate,Ciudad,80,50,114,2021,8,13,3,62.5,Media,5700
4318,2024-11-02,La Libertad,Playa,123,19,221,2024,11,2,4,15.447154471544716,Baja,4199
4320,2023-07-13,San Miguel,Ciudad,198,124,191,2023,7,13,3,62.62626262626263,Media,23684
